account_id,customer_id,account_type,balance,status,created_at
ACC_1003346,C_102226,BUSINESS,357401.53,ACTIVE,2025-05-22 09:26:39
ACC_1003347,C_102226,SAVINGS,14336.49,ACTIVE,2025-05-20 06:58:39
ACC_1003348,C_102226,SAVINGS,5279.42,ACTIVE,2025-05-10 15:23:39
ACC_1003349,C_102227,SAVINGS,34723.48,ACTIVE,2016-03-30 20:29:40
ACC_1003350,C_102227,SAVINGS,47668.36,ACTIVE,2016-04-09 23:04:40
ACC_1003351,C_102228,BUSINESS,47754.19,ACTIVE,2017-07-03 08:38:36
ACC_1003352,C_102228,SAVINGS,36350.93,ACTIVE,2017-07-10 07:06:36
ACC_1003353,C_102228,BUSINESS,38222.65,ACTIVE,2017-07-04 20:21:36
ACC_1003354,C_102229,SAVINGS,42772.64,ACTIVE,2023-04-15 08:22:10
ACC_1003355,C_102229,BUSINESS,12133.78,ACTIVE,2023-03-21 06:56:10
ACC_1003356,C_102230,SAVINGS,39256.64,DORMANT,2021-01-11 16:34:59
ACC_1003357,C_102230,CURRENT,468.27,ACTIVE,2020-12-31 00:34:59
ACC_1003358,C_102231,CURRENT,1034.56,ACTIVE,2025-08-04 19:18:50
ACC_1003359,C_102232,BUSINESS,123790.9,ACTIVE,2025-01-21 22:52:16
ACC_1003360,C_102233,SAVINGS,4707.77,ACTIVE,2017-09-14 11:37:36
ACC_1003361,C_102234,SAVINGS,15017.35,ACTIVE,2020-06-15 12:58:44
ACC_1003362,C_102235,SAVINGS,8202.94,ACTIVE,2020-11-27 09:54:19
ACC_1003363,C_102236,BUSINESS,51842.77,ACTIVE,2018-12-07 07:00:54
ACC_1003364,C_102237,SAVINGS,127813.7,ACTIVE,2025-12-12 22:46:10
ACC_1003365,C_102237,SAVINGS,29340.94,ACTIVE,2025-12-18 07:17:10
ACC_1003366,C_102238,CURRENT,289.52,ACTIVE,2018-04-01 20:09:15
ACC_1003367,C_102239,SAVINGS,11225.27,ACTIVE,2023-06-17 02:52:42
ACC_1003368,C_102240,CURRENT,1140.03,DORMANT,2025-05-02 18:24:12
ACC_1003369,C_102241,SAVINGS,2471.25,ACTIVE,2020-05-10 19:58:38
ACC_1003370,C_102241,SAVINGS,87687.67,ACTIVE,2020-04-25 15:57:38
ACC_1003371,C_102242,BUSINESS,15033.3,ACTIVE,2019-01-08 00:05:23
ACC_1003372,C_102242,CURRENT,565.83,ACTIVE,2018-12-19 08:47:23
ACC_1003373,C_102242,BUSINESS,8879.39,ACTIVE,2018-12-22 10:43:23
ACC_1003374,C_102243,CURRENT,5217.46,ACTIVE,2024-12-06 04:39:52
ACC_1003375,C_102244,BUSINESS,22729.95,ACTIVE,2018-02-06 05:38:39
ACC_1003376,C_102245,CURRENT,214.55,ACTIVE,2021-11-02 20:26:55
ACC_1003377,C_102245,CURRENT,1004.96,ACTIVE,2021-11-06 00:56:55
ACC_1003378,C_102245,BUSINESS,96277.65,ACTIVE,2021-11-03 10:57:55
ACC_1003379,C_102246,SAVINGS,34908.06,ACTIVE,2016-02-14 09:49:50
ACC_1003380,C_102246,BUSINESS,67274.72,ACTIVE,2016-03-10 07:26:50
ACC_1003381,C_102246,SAVINGS,8264.15,ACTIVE,2016-02-19 22:17:50
ACC_1003382,C_102247,BUSINESS,155184.53,ACTIVE,2017-05-18 17:06:29
ACC_1003383,C_102247,BUSINESS,829758.7,ACTIVE,2017-05-19 23:37:29
ACC_1003384,C_102247,SAVINGS,25562.83,DORMANT,2017-05-31 20:49:29
ACC_1003385,C_102248,SAVINGS,17655.64,ACTIVE,2024-06-07 07:01:32
ACC_1003386,C_102249,CURRENT,1665.87,ACTIVE,2018-08-20 21:51:47
ACC_1003387,C_102250,BUSINESS,1765.77,ACTIVE,2024-11-28 20:28:56
ACC_1003388,C_102251,BUSINESS,62545.55,ACTIVE,2024-09-16 16:05:47
ACC_1003389,C_102252,SAVINGS,1643.91,ACTIVE,2020-12-27 06:36:29
ACC_1003390,C_102252,SAVINGS,4324.55,ACTIVE,2020-12-15 05:55:29
ACC_1003391,C_102253,CURRENT,1258.28,ACTIVE,2023-03-28 15:25:29
ACC_1003392,C_102254,BUSINESS,67473.63,ACTIVE,2022-10-20 09:08:30
ACC_1003393,C_102255,SAVINGS,12665.12,ACTIVE,2021-01-04 22:44:36
ACC_1003394,C_102255,BUSINESS,70964.67,ACTIVE,2020-12-20 18:07:36
ACC_1003395,C_102256,BUSINESS,34070.13,ACTIVE,2022-09-24 14:56:36
ACC_1003396,C_102256,SAVINGS,74832.07,ACTIVE,2022-10-03 14:01:36
ACC_1003397,C_102257,SAVINGS,17422.12,ACTIVE,2021-10-04 15:58:04
ACC_1003398,C_102258,BUSINESS,177667.61,DORMANT,2024-11-29 14:34:59
ACC_1003399,C_102259,SAVINGS,11760.59,ACTIVE,2019-11-26 12:27:36
ACC_1003400,C_102260,CURRENT,1791.11,ACTIVE,2017-03-09 04:45:58
ACC_1003401,C_102261,BUSINESS,2158.25,ACTIVE,2024-08-25 17:56:58
ACC_1003402,C_102261,CURRENT,2355.26,ACTIVE,2024-08-22 23:02:58
ACC_1003403,C_102262,CURRENT,7116.15,ACTIVE,2018-11-05 05:18:16
ACC_1003404,C_102263,CURRENT,977.24,ACTIVE,2023-09-02 06:29:08
ACC_1003405,C_102264,CURRENT,1807.37,ACTIVE,2024-04-24 12:28:17
ACC_1003406,C_102265,CURRENT,6999.4,ACTIVE,2025-11-15 17:37:27
ACC_1003407,C_102266,CURRENT,1939.71,ACTIVE,2019-01-30 23:40:59
ACC_1003408,C_102267,BUSINESS,4679.43,DORMANT,2019-12-10 05:56:54
ACC_1003409,C_102267,SAVINGS,17630.68,ACTIVE,2019-12-21 06:05:54
ACC_1003410,C_102267,BUSINESS,37678.71,ACTIVE,2019-12-28 03:17:54
ACC_1003411,C_102268,SAVINGS,28381.54,ACTIVE,2020-06-19 07:14:05
ACC_1003412,C_102269,CURRENT,344.36,ACTIVE,2021-08-13 11:43:49
ACC_1003413,C_102269,BUSINESS,81695.32,ACTIVE,2021-08-08 22:25:49
ACC_1003414,C_102270,CURRENT,1565.26,ACTIVE,2026-01-07 06:26:25
ACC_1003415,C_102270,SAVINGS,15481.82,ACTIVE,2025-12-17 11:00:25
ACC_1003416,C_102271,CURRENT,1632.69,ACTIVE,2019-04-07 13:39:38
ACC_1003417,C_102271,BUSINESS,148493.96,ACTIVE,2019-04-15 03:02:38
ACC_1003418,C_102272,CURRENT,8855.08,ACTIVE,2024-07-11 16:25:26
ACC_1003419,C_102273,CURRENT,1167.26,ACTIVE,2025-04-23 01:29:42
ACC_1003420,C_102273,CURRENT,3392.1,ACTIVE,2025-04-29 04:45:42
ACC_1003421,C_102274,BUSINESS,31608.19,ACTIVE,2021-10-29 05:30:07
ACC_1003422,C_102275,BUSINESS,50370.76,ACTIVE,2024-07-14 04:01:21
ACC_1003423,C_102275,SAVINGS,1642.26,ACTIVE,2024-07-28 23:35:21
ACC_1003424,C_102276,BUSINESS,12502.6,ACTIVE,2016-10-21 07:40:16
ACC_1003425,C_102277,BUSINESS,24252.19,ACTIVE,2017-10-09 18:32:14
ACC_1003426,C_102278,BUSINESS,5404.71,ACTIVE,2016-09-10 23:54:47
ACC_1003427,C_102278,SAVINGS,7481.57,ACTIVE,2016-09-15 18:54:47
ACC_1003428,C_102279,SAVINGS,28147.22,ACTIVE,2021-09-07 00:13:31
ACC_1003429,C_102280,BUSINESS,21608.26,ACTIVE,2020-05-23 10:33:18
ACC_1003430,C_102280,SAVINGS,6392.49,ACTIVE,2020-05-17 06:59:18
ACC_1003431,C_102281,SAVINGS,4383.3,ACTIVE,2022-09-22 03:50:01
ACC_1003432,C_102282,SAVINGS,6922.11,ACTIVE,2020-11-22 21:46:23
ACC_1003433,C_102282,CURRENT,3029.33,ACTIVE,2020-12-06 06:40:23
ACC_1003434,C_102283,BUSINESS,523671.36,ACTIVE,2018-07-07 15:56:20
ACC_1003435,C_102283,SAVINGS,12490.95,ACTIVE,2018-06-25 14:44:20
ACC_1003436,C_102283,BUSINESS,14816.94,ACTIVE,2018-07-05 23:39:20
ACC_1003437,C_102284,BUSINESS,4955.84,ACTIVE,2022-12-03 20:09:25
ACC_1003438,C_102285,BUSINESS,16226.17,ACTIVE,2017-02-12 07:22:38
ACC_1003439,C_102286,BUSINESS,86729.07,ACTIVE,2025-10-26 13:51:41
ACC_1003440,C_102287,CURRENT,3505.35,ACTIVE,2025-10-18 22:52:30
ACC_1003441,C_102288,SAVINGS,11069.97,ACTIVE,2021-12-29 00:49:14
ACC_1003442,C_102289,CURRENT,1760.11,ACTIVE,2025-02-09 19:59:33
ACC_1003443,C_102290,BUSINESS,17530.86,ACTIVE,2020-12-05 19:13:17
ACC_1003444,C_102291,BUSINESS,17136.43,ACTIVE,2022-11-16 13:36:50
ACC_1003445,C_102291,CURRENT,2273.56,ACTIVE,2022-11-18 05:55:50
ACC_1003446,C_102292,CURRENT,571.08,ACTIVE,2017-04-26 06:14:40
ACC_1003447,C_102293,CURRENT,608.04,ACTIVE,2024-10-17 03:14:22
ACC_1003448,C_102294,SAVINGS,134.48,ACTIVE,2017-10-01 15:34:35
ACC_1003449,C_102294,CURRENT,2108.71,ACTIVE,2017-09-16 23:51:35
ACC_1003450,C_102294,SAVINGS,19396.97,ACTIVE,2017-09-30 23:55:35
ACC_1003451,C_102295,BUSINESS,1055969.83,ACTIVE,2022-10-09 21:12:16
ACC_1003452,C_102295,CURRENT,3922.03,ACTIVE,2022-10-19 12:58:16
ACC_1003453,C_102295,SAVINGS,7232.86,ACTIVE,2022-09-27 05:27:16
ACC_1003454,C_102296,CURRENT,6170.44,ACTIVE,2020-05-07 10:46:28
ACC_1003455,C_102297,BUSINESS,92990.4,DORMANT,2016-02-15 13:12:45
ACC_1003456,C_102297,SAVINGS,33279.35,ACTIVE,2016-01-30 03:42:45
ACC_1003457,C_102298,CURRENT,1043.79,ACTIVE,2021-04-21 21:07:21
ACC_1003458,C_102299,CURRENT,2955.29,ACTIVE,2022-01-08 02:11:12
ACC_1003459,C_102300,BUSINESS,46432.97,ACTIVE,2016-03-13 01:39:09
ACC_1003460,C_102300,SAVINGS,17593.61,ACTIVE,2016-03-28 02:47:09
ACC_1003461,C_102301,SAVINGS,1790.26,ACTIVE,2017-12-11 18:50:08
ACC_1003462,C_102302,SAVINGS,28712.46,ACTIVE,2021-09-26 18:38:48
ACC_1003463,C_102302,SAVINGS,35957.85,ACTIVE,2021-09-22 22:15:48
ACC_1003464,C_102303,SAVINGS,22222.36,ACTIVE,2023-03-14 17:18:43
ACC_1003465,C_102303,SAVINGS,16977.67,ACTIVE,2023-02-19 08:51:43
ACC_1003466,C_102304,BUSINESS,449514.93,ACTIVE,2017-08-15 01:33:36
ACC_1003467,C_102305,SAVINGS,17106.22,ACTIVE,2016-02-05 12:13:35
ACC_1003468,C_102306,CURRENT,3994.48,ACTIVE,2022-12-15 12:35:19
ACC_1003469,C_102306,BUSINESS,395488.58,ACTIVE,2023-01-01 00:30:19
ACC_1003470,C_102307,SAVINGS,79210.16,ACTIVE,2020-09-01 07:42:20
ACC_1003471,C_102307,BUSINESS,64721.04,ACTIVE,2020-09-03 15:51:20
ACC_1003472,C_102308,BUSINESS,313916.62,DORMANT,2022-07-26 07:25:51
ACC_1003473,C_102309,BUSINESS,6605.56,ACTIVE,2022-10-16 20:53:05
ACC_1003474,C_102310,SAVINGS,48520.44,ACTIVE,2021-02-25 14:22:22
ACC_1003475,C_102310,BUSINESS,125188.31,ACTIVE,2021-02-23 03:13:22
ACC_1003476,C_102311,SAVINGS,13731.38,DORMANT,2018-01-16 21:06:02
ACC_1003477,C_102312,CURRENT,3363.6,ACTIVE,2022-02-05 15:45:01
ACC_1003478,C_102313,SAVINGS,57837.3,ACTIVE,2022-09-27 17:29:52
ACC_1003479,C_102313,BUSINESS,17865.69,ACTIVE,2022-10-02 09:59:52
ACC_1003480,C_102313,SAVINGS,12421.16,ACTIVE,2022-09-14 08:43:52
ACC_1003481,C_102314,BUSINESS,46735.62,ACTIVE,2021-01-09 13:37:29
ACC_1003482,C_102314,SAVINGS,4580.82,ACTIVE,2021-01-30 00:01:29
ACC_1003483,C_102315,BUSINESS,107337.81,ACTIVE,2025-10-17 11:49:56
ACC_1003484,C_102316,SAVINGS,39296.67,ACTIVE,2018-03-03 16:23:25
ACC_1003485,C_102317,CURRENT,239.03,ACTIVE,2024-02-05 03:14:36
ACC_1003486,C_102317,SAVINGS,30026.8,ACTIVE,2024-02-21 14:23:36
ACC_1003487,C_102318,SAVINGS,24605.54,ACTIVE,2024-06-05 16:20:44
ACC_1003488,C_102318,SAVINGS,14942.83,ACTIVE,2024-06-16 06:14:44
ACC_1003489,C_102319,SAVINGS,5301.27,ACTIVE,2020-10-06 21:26:20
ACC_1003490,C_102319,SAVINGS,14587.67,ACTIVE,2020-10-23 04:21:20
ACC_1003491,C_102320,CURRENT,969.09,ACTIVE,2019-11-15 08:53:21
ACC_1003492,C_102321,BUSINESS,196715.75,ACTIVE,2025-08-20 11:03:57
ACC_1003493,C_102322,CURRENT,2189.57,ACTIVE,2019-06-14 23:19:14
ACC_1003494,C_102323,SAVINGS,18889.56,ACTIVE,2025-07-30 16:04:17
ACC_1003495,C_102324,CURRENT,1922.62,ACTIVE,2024-03-29 10:29:33
ACC_1003496,C_102324,SAVINGS,13908.48,ACTIVE,2024-03-24 21:41:33
ACC_1003497,C_102325,BUSINESS,209280.04,ACTIVE,2016-10-08 03:18:45
ACC_1003498,C_102326,BUSINESS,19565.8,DORMANT,2022-01-14 15:04:38
ACC_1003499,C_102327,SAVINGS,3236.73,ACTIVE,2018-02-05 17:58:45
ACC_1003500,C_102328,SAVINGS,5770.92,ACTIVE,2019-10-09 04:50:05
ACC_1003501,C_102329,SAVINGS,15135.17,ACTIVE,2019-01-29 22:10:15
ACC_1003502,C_102329,SAVINGS,11681.87,ACTIVE,2019-02-02 06:02:15
ACC_1003503,C_102330,SAVINGS,2160.77,ACTIVE,2021-12-07 06:45:10
ACC_1003504,C_102331,CURRENT,1230.9,ACTIVE,2022-10-25 15:57:50
ACC_1003505,C_102332,CURRENT,5033.15,ACTIVE,2022-01-07 14:44:43
ACC_1003506,C_102332,SAVINGS,16756.52,ACTIVE,2021-12-27 03:23:43
ACC_1003507,C_102333,SAVINGS,16591.48,ACTIVE,2021-10-21 09:39:25
ACC_1003508,C_102333,CURRENT,807.83,ACTIVE,2021-10-19 11:09:25
ACC_1003509,C_102334,SAVINGS,2989.98,DORMANT,2018-04-03 01:21:03
ACC_1003510,C_102335,SAVINGS,3880.71,ACTIVE,2021-01-08 06:24:52
ACC_1003511,C_102335,CURRENT,557.44,ACTIVE,2021-01-13 21:08:52
ACC_1003512,C_102335,BUSINESS,99107.15,ACTIVE,2021-01-28 03:15:52
ACC_1003513,C_102336,BUSINESS,22060.5,ACTIVE,2025-03-02 14:28:10
ACC_1003514,C_102336,SAVINGS,36608.58,ACTIVE,2025-02-26 15:46:10
ACC_1003515,C_102336,CURRENT,2254.62,ACTIVE,2025-03-06 00:23:10
ACC_1003516,C_102337,BUSINESS,7886.12,DORMANT,2018-02-11 04:21:03
ACC_1003517,C_102337,SAVINGS,27213.72,DORMANT,2018-02-15 08:42:03
ACC_1003518,C_102338,BUSINESS,274191.25,ACTIVE,2017-11-20 11:27:18
ACC_1003519,C_102339,CURRENT,531.69,ACTIVE,2020-04-19 10:53:18
ACC_1003520,C_102340,BUSINESS,53570.45,ACTIVE,2016-05-16 03:27:40
ACC_1003521,C_102341,CURRENT,407.21,DORMANT,2021-12-31 20:50:04
ACC_1003522,C_102342,SAVINGS,1679.59,ACTIVE,2019-04-16 22:54:48
ACC_1003523,C_102343,SAVINGS,11493.61,ACTIVE,2022-12-19 10:13:38
ACC_1003524,C_102344,BUSINESS,58514.08,ACTIVE,2025-04-10 00:10:01
ACC_1003525,C_102345,CURRENT,944.51,ACTIVE,2022-09-16 14:51:09
ACC_1003526,C_102346,CURRENT,1006.69,ACTIVE,2021-12-23 00:26:37
ACC_1003527,C_102347,BUSINESS,48698.72,ACTIVE,2019-09-28 11:28:20
ACC_1003528,C_102348,SAVINGS,1577.85,DORMANT,2019-01-20 08:38:15
ACC_1003529,C_102348,SAVINGS,3312.13,ACTIVE,2019-01-21 00:51:15
ACC_1003530,C_102348,BUSINESS,21617.43,ACTIVE,2018-12-30 03:46:15
ACC_1003531,C_102349,SAVINGS,9855.86,ACTIVE,2018-01-28 20:38:26
ACC_1003532,C_102350,BUSINESS,40536.0,ACTIVE,2024-09-25 22:14:56
ACC_1003533,C_102350,SAVINGS,74827.05,ACTIVE,2024-09-12 18:19:56
ACC_1003534,C_102351,SAVINGS,25588.47,ACTIVE,2024-04-30 08:24:17
ACC_1003535,C_102352,CURRENT,635.16,ACTIVE,2016-07-19 11:33:09
ACC_1003536,C_102353,CURRENT,1633.84,ACTIVE,2025-04-09 04:25:17
ACC_1003537,C_102354,CURRENT,2581.87,ACTIVE,2024-05-27 17:54:58
ACC_1003538,C_102355,BUSINESS,17257.4,ACTIVE,2018-10-06 00:51:50
ACC_1003539,C_102356,CURRENT,1544.05,ACTIVE,2019-12-21 10:19:54
ACC_1003540,C_102357,SAVINGS,11991.95,ACTIVE,2017-06-07 23:42:18
ACC_1003541,C_102357,BUSINESS,899117.21,ACTIVE,2017-06-16 14:41:18
ACC_1003542,C_102357,SAVINGS,37655.85,ACTIVE,2017-06-04 14:05:18
ACC_1003543,C_102358,SAVINGS,59213.9,ACTIVE,2023-11-06 02:53:50
ACC_1003544,C_102359,BUSINESS,222694.76,ACTIVE,2019-12-11 06:03:21
ACC_1003545,C_102360,CURRENT,1392.23,DORMANT,2016-09-30 23:33:32
ACC_1003546,C_102361,SAVINGS,1394.09,ACTIVE,2021-01-28 05:31:04
ACC_1003547,C_102362,SAVINGS,250000.0,DORMANT,2025-11-15 07:32:43
ACC_1003548,C_102362,CURRENT,4349.04,ACTIVE,2025-11-07 20:41:43
ACC_1003549,C_102362,SAVINGS,1757.08,ACTIVE,2025-11-24 09:42:43
ACC_1003550,C_102363,CURRENT,4211.86,ACTIVE,2021-09-26 04:31:15
ACC_1003551,C_102364,CURRENT,1578.85,ACTIVE,2019-05-23 05:02:51
ACC_1003552,C_102365,CURRENT,1123.89,ACTIVE,2020-08-28 09:19:12
ACC_1003553,C_102365,CURRENT,2076.55,ACTIVE,2020-09-06 05:53:12
ACC_1003554,C_102365,CURRENT,789.25,ACTIVE,2020-08-22 11:48:12
ACC_1003555,C_102366,BUSINESS,666657.63,ACTIVE,2019-10-14 19:56:37
ACC_1003556,C_102366,CURRENT,2742.2,ACTIVE,2019-10-11 00:31:37
ACC_1003557,C_102367,SAVINGS,894.91,ACTIVE,2023-07-29 20:08:48
ACC_1003558,C_102368,SAVINGS,108474.28,ACTIVE,2023-02-25 23:00:09
ACC_1003559,C_102369,BUSINESS,71728.69,ACTIVE,2024-12-26 17:17:50
ACC_1003560,C_102370,SAVINGS,6367.56,ACTIVE,2023-10-29 06:42:36
ACC_1003561,C_102370,CURRENT,903.52,ACTIVE,2023-11-14 00:35:36
ACC_1003562,C_102371,BUSINESS,46218.9,ACTIVE,2022-12-19 10:50:14
ACC_1003563,C_102371,CURRENT,1557.01,ACTIVE,2022-12-02 13:32:14
ACC_1003564,C_102372,SAVINGS,40354.85,ACTIVE,2024-06-14 04:24:04
ACC_1003565,C_102372,SAVINGS,27981.34,DORMANT,2024-06-16 02:55:04
ACC_1003566,C_102373,BUSINESS,29106.1,ACTIVE,2020-11-02 21:54:36
ACC_1003567,C_102374,BUSINESS,20772.05,ACTIVE,2018-05-07 19:15:25
ACC_1003568,C_102374,SAVINGS,14799.66,ACTIVE,2018-05-08 00:12:25
ACC_1003569,C_102375,BUSINESS,14877.92,ACTIVE,2022-03-05 00:21:29
ACC_1003570,C_102376,CURRENT,600.15,ACTIVE,2018-11-15 18:31:59
ACC_1003571,C_102377,BUSINESS,30955.62,ACTIVE,2025-04-06 06:28:21
ACC_1003572,C_102377,SAVINGS,8324.05,ACTIVE,2025-04-13 17:43:21
ACC_1003573,C_102378,CURRENT,20401.94,ACTIVE,2017-12-14 13:31:19
ACC_1003574,C_102379,BUSINESS,1500000.0,ACTIVE,2016-05-25 17:31:07
ACC_1003575,C_102380,CURRENT,1405.12,ACTIVE,2023-12-28 05:27:47
ACC_1003576,C_102381,SAVINGS,15491.28,ACTIVE,2020-03-21 13:43:43
ACC_1003577,C_102382,CURRENT,4014.2,ACTIVE,2017-08-28 05:24:13
ACC_1003578,C_102383,CURRENT,2117.79,ACTIVE,2022-06-26 07:44:49
ACC_1003579,C_102384,CURRENT,2422.9,ACTIVE,2019-01-16 09:18:31
ACC_1003580,C_102384,SAVINGS,8196.03,DORMANT,2018-12-30 10:34:31
ACC_1003581,C_102385,SAVINGS,9869.85,DORMANT,2016-06-09 17:48:20
ACC_1003582,C_102386,CURRENT,1681.1,ACTIVE,2016-02-28 05:35:10
ACC_1003583,C_102387,CURRENT,4172.47,DORMANT,2024-10-14 10:58:46
ACC_1003584,C_102388,CURRENT,1498.32,ACTIVE,2024-02-10 11:28:05
ACC_1003585,C_102388,CURRENT,681.35,ACTIVE,2024-02-27 05:28:05
ACC_1003586,C_102388,BUSINESS,1012603.71,ACTIVE,2024-02-09 10:08:05
ACC_1003587,C_102389,CURRENT,552.62,ACTIVE,2019-10-24 08:22:28
ACC_1003588,C_102390,BUSINESS,21721.5,ACTIVE,2025-01-04 04:13:04
ACC_1003589,C_102391,CURRENT,3295.31,ACTIVE,2024-10-18 19:59:36
ACC_1003590,C_102391,CURRENT,1476.09,ACTIVE,2024-09-29 01:47:36
ACC_1003591,C_102392,SAVINGS,50397.79,ACTIVE,2022-05-11 00:06:07
ACC_1003592,C_102392,CURRENT,5425.78,ACTIVE,2022-05-20 05:22:07
ACC_1003593,C_102393,SAVINGS,4481.21,ACTIVE,2017-05-28 07:31:30
ACC_1003594,C_102393,CURRENT,3463.59,ACTIVE,2017-05-17 04:59:30
ACC_1003595,C_102394,SAVINGS,4236.84,ACTIVE,2021-08-15 01:13:23
ACC_1003596,C_102394,CURRENT,4681.41,ACTIVE,2021-08-05 05:24:23
ACC_1003597,C_102395,CURRENT,4715.87,ACTIVE,2017-08-24 23:03:47
ACC_1003598,C_102396,SAVINGS,8841.7,ACTIVE,2020-07-01 10:07:38
ACC_1003599,C_102397,CURRENT,2784.35,ACTIVE,2024-05-11 01:32:28
ACC_1003600,C_102397,CURRENT,1204.27,DORMANT,2024-05-14 09:30:28
ACC_1003601,C_102397,BUSINESS,211020.82,ACTIVE,2024-05-27 07:38:28
ACC_1003602,C_102398,BUSINESS,11871.94,ACTIVE,2020-01-16 20:27:53
ACC_1003603,C_102399,CURRENT,6760.98,ACTIVE,2025-03-30 07:42:35
ACC_1003604,C_102400,SAVINGS,12615.26,ACTIVE,2016-06-09 06:48:04
ACC_1003605,C_102401,SAVINGS,56472.97,ACTIVE,2017-01-21 15:32:57
ACC_1003606,C_102402,SAVINGS,11234.55,ACTIVE,2021-06-02 08:28:36
ACC_1003607,C_102403,CURRENT,493.96,ACTIVE,2016-02-22 07:50:42
ACC_1003608,C_102403,BUSINESS,34002.08,ACTIVE,2016-03-10 09:38:42
ACC_1003609,C_102403,SAVINGS,21411.75,ACTIVE,2016-02-21 13:58:42
ACC_1003610,C_102404,CURRENT,5699.27,ACTIVE,2025-03-30 07:47:00
ACC_1003611,C_102405,CURRENT,2080.55,ACTIVE,2019-05-26 19:26:16
ACC_1003612,C_102406,BUSINESS,12339.96,ACTIVE,2018-04-06 17:40:36
ACC_1003613,C_102406,SAVINGS,428.07,ACTIVE,2018-04-28 01:18:36
ACC_1003614,C_102406,CURRENT,1854.1,ACTIVE,2018-04-26 11:18:36
ACC_1003615,C_102407,BUSINESS,5459.38,DORMANT,2021-01-29 00:12:21
ACC_1003616,C_102408,CURRENT,1459.16,DORMANT,2017-09-20 04:32:15
ACC_1003617,C_102409,CURRENT,2353.42,ACTIVE,2019-09-30 20:46:15
ACC_1003618,C_102410,CURRENT,1474.09,ACTIVE,2020-07-13 13:00:32
ACC_1003619,C_102411,CURRENT,2880.31,ACTIVE,2017-05-23 20:44:20
ACC_1003620,C_102411,SAVINGS,25313.67,ACTIVE,2017-05-10 06:55:20
ACC_1003621,C_102412,SAVINGS,16717.44,ACTIVE,2024-04-29 05:09:23
ACC_1003622,C_102413,BUSINESS,30659.26,ACTIVE,2023-08-17 17:35:01
ACC_1003623,C_102414,CURRENT,2947.38,ACTIVE,2024-04-04 08:17:50
ACC_1003624,C_102414,CURRENT,308.16,ACTIVE,2024-03-24 09:20:50
ACC_1003625,C_102414,SAVINGS,250000.0,DORMANT,2024-04-21 09:08:50
ACC_1003626,C_102415,CURRENT,1478.81,ACTIVE,2016-08-04 11:44:22
ACC_1003627,C_102416,BUSINESS,184845.27,ACTIVE,2017-02-24 16:44:43
ACC_1003628,C_102416,BUSINESS,109662.35,ACTIVE,2017-02-07 06:48:43
ACC_1003629,C_102417,SAVINGS,29330.16,ACTIVE,2022-10-16 09:16:03
ACC_1003630,C_102418,SAVINGS,3395.63,ACTIVE,2025-01-31 17:50:07
ACC_1003631,C_102418,CURRENT,2590.85,ACTIVE,2025-01-22 03:57:07
ACC_1003632,C_102419,BUSINESS,45465.31,DORMANT,2019-09-07 22:04:28
ACC_1003633,C_102420,SAVINGS,253.84,ACTIVE,2018-11-01 05:41:03
ACC_1003634,C_102421,CURRENT,687.95,ACTIVE,2016-09-03 20:21:39
ACC_1003635,C_102422,BUSINESS,5164.27,ACTIVE,2017-07-30 07:25:39
ACC_1003636,C_102422,SAVINGS,71101.05,ACTIVE,2017-07-19 20:20:39
ACC_1003637,C_102423,BUSINESS,824723.72,ACTIVE,2025-12-28 17:24:19
ACC_1003638,C_102424,BUSINESS,485070.83,ACTIVE,2019-09-03 00:01:58
ACC_1003639,C_102425,BUSINESS,103490.35,ACTIVE,2018-07-20 00:45:26
ACC_1003640,C_102425,SAVINGS,49423.14,ACTIVE,2018-07-02 22:15:26
ACC_1003641,C_102426,CURRENT,3906.17,ACTIVE,2023-10-07 05:10:36
ACC_1003642,C_102427,BUSINESS,164084.07,ACTIVE,2017-12-25 13:44:33
ACC_1003643,C_102427,CURRENT,874.07,ACTIVE,2017-12-28 07:43:33
ACC_1003644,C_102427,SAVINGS,10621.58,ACTIVE,2017-12-10 11:52:33
ACC_1003645,C_102428,CURRENT,3256.31,ACTIVE,2021-11-24 14:35:05
ACC_1003646,C_102429,SAVINGS,3577.34,ACTIVE,2023-01-17 16:45:16
ACC_1003647,C_102429,CURRENT,3202.39,ACTIVE,2023-01-15 23:16:16
ACC_1003648,C_102429,CURRENT,233.28,ACTIVE,2023-01-28 06:24:16
ACC_1003649,C_102430,SAVINGS,40586.48,ACTIVE,2024-09-07 07:47:48
ACC_1003650,C_102431,CURRENT,2085.71,ACTIVE,2018-07-02 13:34:01
ACC_1003651,C_102432,BUSINESS,246751.92,ACTIVE,2024-05-09 07:31:20
ACC_1003652,C_102433,CURRENT,392.4,ACTIVE,2020-10-07 01:26:28
ACC_1003653,C_102434,SAVINGS,780.24,ACTIVE,2023-09-07 11:04:43
ACC_1003654,C_102435,BUSINESS,206273.23,ACTIVE,2023-11-19 12:40:13
ACC_1003655,C_102436,SAVINGS,20156.24,ACTIVE,2025-08-13 20:19:16
ACC_1003656,C_102437,SAVINGS,40184.49,ACTIVE,2016-12-11 20:12:44
ACC_1003657,C_102438,BUSINESS,100118.2,ACTIVE,2017-04-19 06:02:40
ACC_1003658,C_102439,BUSINESS,175716.79,ACTIVE,2024-02-28 04:24:55
ACC_1003659,C_102440,CURRENT,786.94,ACTIVE,2023-03-21 13:47:31
