beneficiary_id,account_id,beneficiary_account_id,created_at,status
B_103645,ACC_1004592,ACC_1007736,2018-11-23 15:18:52,APPROVED
B_103646,ACC_1004592,ACC_1002466,2018-11-21 15:18:52,APPROVED
B_103647,ACC_1004592,ACC_1005213,2018-11-21 15:18:52,APPROVED
B_103648,ACC_1004596,ACC_1009188,2021-10-11 13:40:18,APPROVED
B_103649,ACC_1004596,ACC_1004792,2021-10-09 13:40:18,APPROVED
B_103650,ACC_1004596,ACC_1000564,2021-10-09 13:40:18,APPROVED
B_103651,ACC_1004599,ACC_1005762,2025-02-14 18:38:44,APPROVED
B_103652,ACC_1004600,ACC_1011775,2025-02-07 09:18:44,APPROVED
B_103653,ACC_1004602,ACC_1008604,2017-08-04 05:38:17,APPROVED
B_103654,ACC_1004602,ACC_1009025,2017-08-01 05:38:17,APPROVED
B_103655,ACC_1004604,ACC_1000726,2025-08-07 14:55:07,APPROVED
B_103656,ACC_1004604,ACC_1010807,2025-08-07 14:55:07,PENDING
B_103657,ACC_1004604,ACC_1009822,2025-07-31 14:55:07,APPROVED
B_103658,ACC_1004605,ACC_1008660,2025-08-10 18:57:07,APPROVED
B_103659,ACC_1004605,ACC_1000346,2025-08-10 18:57:07,APPROVED
B_103660,ACC_1004605,ACC_1005233,2025-08-06 18:57:07,APPROVED
B_103661,ACC_1004608,ACC_1000842,2021-11-22 07:12:59,APPROVED
B_103662,ACC_1004608,ACC_1013460,2021-11-22 07:12:59,APPROVED
B_103663,ACC_1004608,ACC_1000571,2021-11-23 07:12:59,APPROVED
B_103664,ACC_1004611,ACC_1003817,2020-12-13 10:16:41,APPROVED
B_103665,ACC_1004612,ACC_1000315,2020-12-04 06:23:41,APPROVED
B_103666,ACC_1004620,ACC_1012312,2016-03-18 08:36:34,APPROVED
B_103667,ACC_1004620,ACC_1008829,2016-03-18 08:36:34,APPROVED
B_103668,ACC_1004622,ACC_1007499,2016-07-26 12:22:28,APPROVED
B_103669,ACC_1004622,ACC_1004156,2016-07-29 12:22:28,APPROVED
B_103670,ACC_1004623,ACC_1008809,2019-10-01 22:16:39,APPROVED
B_103671,ACC_1004626,ACC_1011688,2024-02-02 07:20:46,APPROVED
B_103672,ACC_1004626,ACC_1002702,2024-02-05 07:20:46,APPROVED
B_103673,ACC_1004626,ACC_1010691,2024-02-01 07:20:46,APPROVED
B_103674,ACC_1004628,ACC_1011611,2019-10-02 14:18:37,APPROVED
B_103675,ACC_1004628,ACC_1000646,2019-10-03 14:18:37,APPROVED
B_103676,ACC_1004632,ACC_1000314,2018-12-15 13:13:11,APPROVED
B_103677,ACC_1004633,ACC_1001402,2020-04-10 05:36:20,APPROVED
B_103678,ACC_1004633,ACC_1014380,2020-04-10 05:36:20,APPROVED
B_103679,ACC_1004638,ACC_1007990,2023-08-11 14:42:15,PENDING
B_103680,ACC_1004638,ACC_1007083,2023-08-12 14:42:15,APPROVED
B_103681,ACC_1004640,ACC_1011441,2021-09-28 00:56:51,APPROVED
B_103682,ACC_1004641,ACC_1000992,2022-12-04 12:51:32,APPROVED
B_103683,ACC_1004641,ACC_1009976,2022-12-01 12:51:32,APPROVED
B_103684,ACC_1004643,ACC_1006933,2024-06-10 19:22:13,APPROVED
B_103685,ACC_1004649,ACC_1007384,2024-04-15 19:09:10,APPROVED
B_103686,ACC_1004649,ACC_1006466,2024-04-18 19:09:10,APPROVED
B_103687,ACC_1004649,ACC_1001434,2024-04-19 19:09:10,APPROVED
B_103688,ACC_1004654,ACC_1005337,2020-07-20 12:05:43,APPROVED
B_103689,ACC_1004654,ACC_1010952,2020-07-19 12:05:43,APPROVED
B_103690,ACC_1004656,ACC_1013071,2021-02-10 14:48:25,APPROVED
B_103691,ACC_1004656,ACC_1014599,2021-02-10 14:48:25,APPROVED
B_103692,ACC_1004657,ACC_1006982,2023-04-24 09:45:04,APPROVED
B_103693,ACC_1004657,ACC_1012323,2023-04-23 09:45:04,APPROVED
B_103694,ACC_1004658,ACC_1009783,2023-04-12 22:57:04,APPROVED
B_103695,ACC_1004662,ACC_1009140,2016-03-25 06:43:19,APPROVED
B_103696,ACC_1004662,ACC_1001235,2016-03-18 06:43:19,APPROVED
B_103697,ACC_1004663,ACC_1009943,2016-10-16 22:20:30,APPROVED
B_103698,ACC_1004663,ACC_1000211,2016-10-17 22:20:30,APPROVED
B_103699,ACC_1004665,ACC_1012570,2025-10-07 21:30:13,APPROVED
B_103700,ACC_1004665,ACC_1013590,2025-10-07 21:30:13,APPROVED
B_103701,ACC_1004671,ACC_1003565,2025-10-10 09:26:29,PENDING
B_103702,ACC_1004675,ACC_1011265,2024-09-27 11:34:12,APPROVED
B_103703,ACC_1004675,ACC_1007377,2024-10-02 11:34:12,APPROVED
B_103704,ACC_1004676,ACC_1014764,2025-02-20 21:20:08,APPROVED
B_103705,ACC_1004676,ACC_1005550,2025-02-19 21:20:08,APPROVED
B_103706,ACC_1004678,ACC_1000126,2025-07-30 14:08:07,APPROVED
B_103707,ACC_1004678,ACC_1008362,2025-08-06 14:08:07,APPROVED
B_103708,ACC_1004678,ACC_1001954,2025-07-31 14:08:07,APPROVED
B_103709,ACC_1004681,ACC_1001598,2023-12-14 04:13:21,APPROVED
B_103710,ACC_1004681,ACC_1003411,2023-12-11 04:13:21,APPROVED
B_103711,ACC_1004682,ACC_1014105,2023-12-03 19:01:21,APPROVED
B_103712,ACC_1004682,ACC_1011770,2023-12-03 19:01:21,APPROVED
B_103713,ACC_1004683,ACC_1002635,2024-08-20 08:31:38,PENDING
B_103714,ACC_1004683,ACC_1001870,2024-08-27 08:31:38,APPROVED
B_103715,ACC_1004687,ACC_1003535,2023-03-25 00:11:28,APPROVED
B_103716,ACC_1004687,ACC_1009344,2023-03-23 00:11:28,APPROVED
B_103717,ACC_1004688,ACC_1010791,2016-03-14 21:37:33,APPROVED
B_103718,ACC_1004688,ACC_1014736,2016-03-12 21:37:33,APPROVED
B_103719,ACC_1004690,ACC_1012027,2024-08-29 19:50:27,APPROVED
B_103720,ACC_1004692,ACC_1013898,2019-06-28 02:06:08,APPROVED
B_103721,ACC_1004692,ACC_1000103,2019-06-29 02:06:08,APPROVED
B_103722,ACC_1004695,ACC_1007938,2022-12-20 20:04:14,APPROVED
B_103723,ACC_1004699,ACC_1001933,2020-09-25 22:38:49,APPROVED
B_103724,ACC_1004699,ACC_1014145,2020-09-27 22:38:49,APPROVED
B_103725,ACC_1004699,ACC_1004909,2020-09-24 22:38:49,APPROVED
B_103726,ACC_1004704,ACC_1009926,2023-12-14 11:21:36,APPROVED
B_103727,ACC_1004704,ACC_1001655,2023-12-13 11:21:36,APPROVED
B_103728,ACC_1004706,ACC_1014532,2025-01-30 11:49:03,APPROVED
B_103729,ACC_1004706,ACC_1001258,2025-01-25 11:49:03,PENDING
B_103730,ACC_1004706,ACC_1001572,2025-01-30 11:49:03,APPROVED
B_103731,ACC_1004709,ACC_1012108,2021-02-01 18:45:55,APPROVED
B_103732,ACC_1004709,ACC_1012178,2021-01-31 18:45:55,APPROVED
B_103733,ACC_1004710,ACC_1002569,2021-02-19 11:28:55,APPROVED
B_103734,ACC_1004710,ACC_1007156,2021-02-15 11:28:55,APPROVED
B_103735,ACC_1004710,ACC_1009899,2021-02-18 11:28:55,APPROVED
B_103736,ACC_1004711,ACC_1006708,2024-03-30 03:19:41,APPROVED
B_103737,ACC_1004715,ACC_1003203,2023-05-28 10:54:36,APPROVED
B_103738,ACC_1004715,ACC_1003041,2023-05-27 10:54:36,APPROVED
B_103739,ACC_1004716,ACC_1008000,2017-02-22 12:58:46,APPROVED
B_103740,ACC_1004716,ACC_1008719,2017-02-24 12:58:46,APPROVED
B_103741,ACC_1004716,ACC_1006841,2017-02-24 12:58:46,APPROVED
B_103742,ACC_1004722,ACC_1006622,2022-05-11 22:27:54,APPROVED
B_103743,ACC_1004722,ACC_1004649,2022-05-14 22:27:54,APPROVED
B_103744,ACC_1004722,ACC_1003556,2022-05-10 22:27:54,APPROVED
B_103745,ACC_1004724,ACC_1012855,2021-11-04 07:42:34,APPROVED
B_103746,ACC_1004724,ACC_1012634,2021-11-09 07:42:34,APPROVED
B_103747,ACC_1004724,ACC_1007346,2021-11-07 07:42:34,APPROVED
B_103748,ACC_1004725,ACC_1002649,2017-10-06 10:06:25,APPROVED
B_103749,ACC_1004728,ACC_1006532,2024-01-23 18:06:02,APPROVED
B_103750,ACC_1004728,ACC_1011976,2024-01-23 18:06:02,APPROVED
B_103751,ACC_1004728,ACC_1007923,2024-01-27 18:06:02,APPROVED
B_103752,ACC_1004731,ACC_1003447,2021-05-31 07:48:12,APPROVED
B_103753,ACC_1004732,ACC_1008779,2021-05-25 04:04:12,APPROVED
B_103754,ACC_1004735,ACC_1003021,2018-08-24 23:43:46,APPROVED
B_103755,ACC_1004735,ACC_1008676,2018-08-29 23:43:46,APPROVED
B_103756,ACC_1004738,ACC_1005967,2024-07-28 20:08:48,APPROVED
B_103757,ACC_1004738,ACC_1000995,2024-07-27 20:08:48,APPROVED
B_103758,ACC_1004738,ACC_1003941,2024-07-29 20:08:48,APPROVED
B_103759,ACC_1004739,ACC_1011764,2024-08-04 21:48:48,APPROVED
B_103760,ACC_1004740,ACC_1009158,2024-07-31 14:21:48,APPROVED
B_103761,ACC_1004740,ACC_1008307,2024-07-29 14:21:48,APPROVED
B_103762,ACC_1004740,ACC_1000667,2024-07-30 14:21:48,APPROVED
B_103763,ACC_1004742,ACC_1003212,2019-01-27 17:53:23,APPROVED
B_103764,ACC_1004742,ACC_1002630,2019-01-21 17:53:23,APPROVED
B_103765,ACC_1004742,ACC_1005058,2019-01-19 17:53:23,APPROVED
B_103766,ACC_1004744,ACC_1000186,2019-07-28 16:06:46,APPROVED
B_103767,ACC_1004744,ACC_1007195,2019-07-28 16:06:46,APPROVED
B_103768,ACC_1004744,ACC_1011645,2019-07-27 16:06:46,APPROVED
B_103769,ACC_1004746,ACC_1006197,2019-07-16 15:31:46,APPROVED
B_103770,ACC_1004747,ACC_1004135,2025-02-27 10:40:50,APPROVED
B_103771,ACC_1004747,ACC_1010662,2025-02-21 10:40:50,APPROVED
B_103772,ACC_1004747,ACC_1010507,2025-02-22 10:40:50,APPROVED
B_103773,ACC_1004749,ACC_1006168,2018-01-09 02:49:22,APPROVED
B_103774,ACC_1004749,ACC_1013308,2018-01-08 02:49:22,APPROVED
B_103775,ACC_1004751,ACC_1001475,2022-10-23 07:49:40,APPROVED
B_103776,ACC_1004751,ACC_1001915,2022-10-21 07:49:40,APPROVED
B_103777,ACC_1004754,ACC_1006048,2022-04-15 18:53:56,PENDING
B_103778,ACC_1004754,ACC_1005108,2022-04-20 18:53:56,APPROVED
B_103779,ACC_1004755,ACC_1012570,2021-12-05 02:39:55,APPROVED
B_103780,ACC_1004755,ACC_1011605,2021-12-11 02:39:55,APPROVED
B_103781,ACC_1004756,ACC_1010665,2021-12-12 10:44:55,APPROVED
B_103782,ACC_1004758,ACC_1003671,2016-03-24 23:21:46,APPROVED
B_103783,ACC_1004758,ACC_1007108,2016-03-23 23:21:46,APPROVED
B_103784,ACC_1004758,ACC_1000379,2016-03-23 23:21:46,APPROVED
B_103785,ACC_1004764,ACC_1012726,2025-11-30 02:01:47,APPROVED
B_103786,ACC_1004764,ACC_1003368,2025-12-03 02:01:47,APPROVED
B_103787,ACC_1004769,ACC_1008337,2021-03-09 17:08:43,APPROVED
B_103788,ACC_1004773,ACC_1003168,2020-05-03 12:04:23,APPROVED
B_103789,ACC_1004773,ACC_1014430,2020-05-07 12:04:23,APPROVED
B_103790,ACC_1004776,ACC_1013701,2025-09-23 18:23:48,APPROVED
B_103791,ACC_1004776,ACC_1014118,2025-09-28 18:23:48,APPROVED
B_103792,ACC_1004776,ACC_1003093,2025-09-26 18:23:48,APPROVED
B_103793,ACC_1004778,ACC_1003301,2023-11-12 18:59:27,APPROVED
B_103794,ACC_1004778,ACC_1010910,2023-11-18 18:59:27,APPROVED
B_103795,ACC_1004778,ACC_1012130,2023-11-09 18:59:27,APPROVED
B_103796,ACC_1004780,ACC_1012722,2018-09-27 08:51:45,APPROVED
B_103797,ACC_1004780,ACC_1004623,2018-09-24 08:51:45,APPROVED
B_103798,ACC_1004782,ACC_1014338,2018-10-04 23:38:45,APPROVED
B_103799,ACC_1004782,ACC_1006317,2018-10-04 23:38:45,APPROVED
B_103800,ACC_1004783,ACC_1010847,2021-04-12 23:52:19,PENDING
B_103801,ACC_1004784,ACC_1006624,2023-03-04 13:31:36,APPROVED
B_103802,ACC_1004784,ACC_1010282,2023-03-11 13:31:36,APPROVED
B_103803,ACC_1004784,ACC_1001970,2023-03-07 13:31:36,APPROVED
B_103804,ACC_1004789,ACC_1000452,2023-07-26 09:57:06,PENDING
B_103805,ACC_1004789,ACC_1013224,2023-07-26 09:57:06,APPROVED
B_103806,ACC_1004792,ACC_1004100,2018-06-19 22:35:18,APPROVED
B_103807,ACC_1004792,ACC_1007459,2018-06-26 22:35:18,APPROVED
B_103808,ACC_1004794,ACC_1007416,2025-02-12 16:07:12,APPROVED
B_103809,ACC_1004794,ACC_1001753,2025-02-19 16:07:12,APPROVED
B_103810,ACC_1004794,ACC_1008718,2025-02-14 16:07:12,APPROVED
B_103811,ACC_1004798,ACC_1003644,2018-03-27 09:19:15,APPROVED
B_103812,ACC_1004798,ACC_1014000,2018-03-20 09:19:15,APPROVED
B_103813,ACC_1004799,ACC_1001752,2018-03-23 03:38:15,APPROVED
B_103814,ACC_1004801,ACC_1014200,2020-11-20 21:29:00,APPROVED
B_103815,ACC_1004801,ACC_1007165,2020-11-26 21:29:00,APPROVED
B_103816,ACC_1004801,ACC_1011738,2020-11-25 21:29:00,APPROVED
B_103817,ACC_1004802,ACC_1004143,2017-04-17 13:21:42,APPROVED
B_103818,ACC_1004803,ACC_1010746,2023-09-13 10:28:06,APPROVED
B_103819,ACC_1004803,ACC_1014705,2023-09-08 10:28:06,APPROVED
B_103820,ACC_1004803,ACC_1009846,2023-09-05 10:28:06,APPROVED
B_103821,ACC_1004807,ACC_1002136,2022-11-25 18:42:15,APPROVED
B_103822,ACC_1004807,ACC_1002890,2022-11-23 18:42:15,APPROVED
B_103823,ACC_1004807,ACC_1003120,2022-12-02 18:42:15,APPROVED
B_103824,ACC_1004808,ACC_1007799,2025-03-30 19:40:39,APPROVED
B_103825,ACC_1004811,ACC_1005636,2021-10-21 00:26:20,APPROVED
B_103826,ACC_1004811,ACC_1014360,2021-10-25 00:26:20,APPROVED
B_103827,ACC_1004811,ACC_1011831,2021-10-26 00:26:20,APPROVED
B_103828,ACC_1004813,ACC_1014295,2018-04-08 06:26:10,APPROVED
B_103829,ACC_1004813,ACC_1002784,2018-04-09 06:26:10,APPROVED
B_103830,ACC_1004813,ACC_1002831,2018-04-07 06:26:10,APPROVED
B_103831,ACC_1004814,ACC_1005422,2017-04-03 09:40:13,APPROVED
B_103832,ACC_1004814,ACC_1013161,2017-04-03 09:40:13,APPROVED
B_103833,ACC_1004814,ACC_1009492,2017-04-04 09:40:13,APPROVED
B_103834,ACC_1004816,ACC_1012757,2021-12-10 06:42:06,APPROVED
B_103835,ACC_1004816,ACC_1013677,2021-12-07 06:42:06,APPROVED
B_103836,ACC_1004816,ACC_1011844,2021-12-04 06:42:06,APPROVED
B_103837,ACC_1004817,ACC_1010281,2021-11-30 03:43:06,APPROVED
B_103838,ACC_1004818,ACC_1001114,2021-02-04 16:37:46,APPROVED
B_103839,ACC_1004818,ACC_1001674,2021-02-01 16:37:46,APPROVED
B_103840,ACC_1004821,ACC_1001159,2019-03-12 22:36:57,APPROVED
B_103841,ACC_1004826,ACC_1010758,2023-05-07 14:56:38,APPROVED
B_103842,ACC_1004831,ACC_1002114,2025-03-12 04:40:35,APPROVED
B_103843,ACC_1004831,ACC_1008406,2025-03-13 04:40:35,APPROVED
B_103844,ACC_1004832,ACC_1003427,2025-03-19 17:21:35,APPROVED
B_103845,ACC_1004832,ACC_1009170,2025-03-15 17:21:35,APPROVED
B_103846,ACC_1004836,ACC_1013871,2019-05-27 11:35:31,APPROVED
B_103847,ACC_1004836,ACC_1002160,2019-05-26 11:35:31,APPROVED
B_103848,ACC_1004836,ACC_1003305,2019-05-29 11:35:31,APPROVED
B_103849,ACC_1004837,ACC_1003840,2020-06-09 17:26:30,APPROVED
B_103850,ACC_1004837,ACC_1010652,2020-06-04 17:26:30,APPROVED
B_103851,ACC_1004837,ACC_1002492,2020-06-11 17:26:30,APPROVED
B_103852,ACC_1004838,ACC_1006512,2020-05-09 20:27:30,APPROVED
B_103853,ACC_1004838,ACC_1001029,2020-05-17 20:27:30,APPROVED
B_103854,ACC_1004842,ACC_1003332,2017-05-16 13:15:30,APPROVED
B_103855,ACC_1004843,ACC_1002153,2025-11-19 19:12:46,APPROVED
B_103856,ACC_1004843,ACC_1000947,2025-11-17 19:12:46,APPROVED
B_103857,ACC_1004843,ACC_1002205,2025-11-20 19:12:46,APPROVED
B_103858,ACC_1004844,ACC_1006254,2024-07-27 14:34:47,APPROVED
B_103859,ACC_1004844,ACC_1006429,2024-07-31 14:34:47,APPROVED
B_103860,ACC_1004844,ACC_1004331,2024-07-30 14:34:47,PENDING
B_103861,ACC_1004846,ACC_1010080,2019-05-20 04:59:42,APPROVED
B_103862,ACC_1004846,ACC_1005240,2019-05-14 04:59:42,APPROVED
B_103863,ACC_1004848,ACC_1014277,2017-11-11 02:41:00,APPROVED
B_103864,ACC_1004848,ACC_1014230,2017-11-14 02:41:00,APPROVED
B_103865,ACC_1004848,ACC_1014981,2017-11-10 02:41:00,APPROVED
B_103866,ACC_1004849,ACC_1003611,2020-03-10 02:20:09,APPROVED
B_103867,ACC_1004850,ACC_1007595,2020-03-18 04:53:09,APPROVED
B_103868,ACC_1004850,ACC_1003604,2020-03-15 04:53:09,APPROVED
B_103869,ACC_1004850,ACC_1002485,2020-03-15 04:53:09,APPROVED
B_103870,ACC_1004851,ACC_1001756,2025-02-22 19:11:03,APPROVED
B_103871,ACC_1004853,ACC_1009891,2016-05-17 03:28:32,APPROVED
B_103872,ACC_1004853,ACC_1005672,2016-05-18 03:28:32,APPROVED
B_103873,ACC_1004853,ACC_1002802,2016-05-22 03:28:32,APPROVED
B_103874,ACC_1004858,ACC_1007718,2023-03-05 05:58:52,APPROVED
B_103875,ACC_1004861,ACC_1002609,2020-05-14 02:05:15,APPROVED
B_103876,ACC_1004861,ACC_1009608,2020-05-19 02:05:15,APPROVED
B_103877,ACC_1004861,ACC_1006240,2020-05-12 02:05:15,APPROVED
B_103878,ACC_1004862,ACC_1005052,2024-08-14 02:01:00,APPROVED
B_103879,ACC_1004862,ACC_1006366,2024-08-18 02:01:00,APPROVED
B_103880,ACC_1004867,ACC_1010946,2025-07-13 17:38:44,APPROVED
B_103881,ACC_1004871,ACC_1006622,2026-01-22 02:16:56,APPROVED
B_103882,ACC_1004871,ACC_1002212,2026-01-17 02:16:56,APPROVED
B_103883,ACC_1004871,ACC_1004560,2026-01-18 02:16:56,APPROVED
B_103884,ACC_1004873,ACC_1009252,2022-06-28 07:55:32,APPROVED
B_103885,ACC_1004873,ACC_1004230,2022-07-02 07:55:32,APPROVED
B_103886,ACC_1004873,ACC_1007145,2022-06-26 07:55:32,APPROVED
B_103887,ACC_1004874,ACC_1008145,2022-07-12 12:24:32,APPROVED
B_103888,ACC_1004875,ACC_1000850,2017-10-04 12:33:54,APPROVED
B_103889,ACC_1004876,ACC_1005995,2019-11-12 08:22:14,APPROVED
B_103890,ACC_1004876,ACC_1008429,2019-11-18 08:22:14,APPROVED
B_103891,ACC_1004879,ACC_1009096,2023-05-12 03:16:41,APPROVED
B_103892,ACC_1004879,ACC_1004647,2023-05-15 03:16:41,APPROVED
B_103893,ACC_1004883,ACC_1009925,2024-08-28 03:38:26,APPROVED
B_103894,ACC_1004883,ACC_1007305,2024-08-26 03:38:26,APPROVED
B_103895,ACC_1004888,ACC_1014670,2023-10-08 20:44:20,PENDING
B_103896,ACC_1004893,ACC_1000758,2019-07-09 04:57:21,APPROVED
B_103897,ACC_1004893,ACC_1002754,2019-07-08 04:57:21,APPROVED
B_103898,ACC_1004893,ACC_1002821,2019-07-05 04:57:21,APPROVED
B_103899,ACC_1004894,ACC_1002299,2019-07-13 14:17:21,APPROVED
B_103900,ACC_1004894,ACC_1012816,2019-07-12 14:17:21,APPROVED
B_103901,ACC_1004895,ACC_1005893,2025-09-09 04:10:41,APPROVED
B_103902,ACC_1004895,ACC_1011076,2025-09-10 04:10:41,APPROVED
B_103903,ACC_1004898,ACC_1003471,2019-11-27 07:17:06,APPROVED
B_103904,ACC_1004898,ACC_1003093,2019-11-22 07:17:06,APPROVED
B_103905,ACC_1004899,ACC_1005579,2019-12-22 20:44:25,APPROVED
B_103906,ACC_1004901,ACC_1004393,2019-06-04 14:08:23,APPROVED
B_103907,ACC_1004901,ACC_1012317,2019-05-28 14:08:23,APPROVED
B_103908,ACC_1004904,ACC_1011909,2021-01-12 05:13:09,APPROVED
B_103909,ACC_1004905,ACC_1003217,2018-10-25 08:41:11,APPROVED
B_103910,ACC_1004905,ACC_1004986,2018-10-27 08:41:11,APPROVED
B_103911,ACC_1004905,ACC_1006925,2018-10-27 08:41:11,APPROVED
B_103912,ACC_1004907,ACC_1008756,2024-12-21 01:46:39,APPROVED
B_103913,ACC_1004907,ACC_1000071,2024-12-26 01:46:39,APPROVED
B_103914,ACC_1004910,ACC_1011958,2017-04-26 11:41:13,APPROVED
B_103915,ACC_1004910,ACC_1003850,2017-04-26 11:41:13,APPROVED
B_103916,ACC_1004910,ACC_1002779,2017-04-27 11:41:13,APPROVED
B_103917,ACC_1004914,ACC_1010081,2017-11-13 01:24:14,APPROVED
B_103918,ACC_1004914,ACC_1006790,2017-11-08 01:24:14,APPROVED
B_103919,ACC_1004915,ACC_1013577,2021-12-19 06:22:31,APPROVED
B_103920,ACC_1004921,ACC_1001245,2017-08-27 23:48:43,APPROVED
B_103921,ACC_1004921,ACC_1006085,2017-08-23 23:48:43,APPROVED
B_103922,ACC_1004921,ACC_1010431,2017-08-28 23:48:43,APPROVED
B_103923,ACC_1004922,ACC_1011231,2017-01-03 16:53:08,APPROVED
B_103924,ACC_1004923,ACC_1003966,2019-11-24 05:18:37,APPROVED
B_103925,ACC_1004923,ACC_1007662,2019-12-01 05:18:37,APPROVED
B_103926,ACC_1004923,ACC_1001907,2019-11-24 05:18:37,APPROVED
B_103927,ACC_1004925,ACC_1008487,2022-12-10 13:42:04,APPROVED
B_103928,ACC_1004928,ACC_1012071,2025-05-19 23:01:52,APPROVED
B_103929,ACC_1004934,ACC_1012826,2021-06-07 11:07:24,APPROVED
B_103930,ACC_1004934,ACC_1010495,2021-06-08 11:07:24,APPROVED
B_103931,ACC_1004934,ACC_1012432,2021-06-07 11:07:24,APPROVED
B_103932,ACC_1004940,ACC_1009207,2019-05-09 08:08:41,APPROVED
B_103933,ACC_1004941,ACC_1009894,2019-05-19 13:15:41,APPROVED
B_103934,ACC_1004941,ACC_1012615,2019-05-14 13:15:41,APPROVED
B_103935,ACC_1004941,ACC_1003993,2019-05-18 13:15:41,PENDING
B_103936,ACC_1004949,ACC_1002905,2025-04-05 14:40:11,APPROVED
B_103937,ACC_1004949,ACC_1001993,2025-04-09 14:40:11,APPROVED
B_103938,ACC_1004949,ACC_1006947,2025-04-10 14:40:11,APPROVED
B_103939,ACC_1004950,ACC_1001947,2025-03-30 12:00:11,APPROVED
B_103940,ACC_1004953,ACC_1001535,2022-12-12 15:17:18,APPROVED
B_103941,ACC_1004959,ACC_1009502,2016-09-03 12:43:25,APPROVED
B_103942,ACC_1004959,ACC_1004363,2016-09-06 12:43:25,APPROVED
B_103943,ACC_1004959,ACC_1006076,2016-09-04 12:43:25,APPROVED
B_103944,ACC_1004960,ACC_1006390,2021-09-06 07:29:59,APPROVED
B_103945,ACC_1004960,ACC_1009680,2021-09-03 07:29:59,APPROVED
B_103946,ACC_1004961,ACC_1002092,2017-12-31 01:56:56,APPROVED
B_103947,ACC_1004962,ACC_1012750,2018-01-11 11:26:56,APPROVED
B_103948,ACC_1004962,ACC_1010972,2018-01-06 11:26:56,APPROVED
B_103949,ACC_1004964,ACC_1000936,2019-06-19 14:18:03,APPROVED
B_103950,ACC_1004966,ACC_1008042,2018-11-04 14:54:10,APPROVED
B_103951,ACC_1004971,ACC_1003676,2024-01-01 10:34:06,APPROVED
B_103952,ACC_1004971,ACC_1012882,2023-12-31 10:34:06,APPROVED
B_103953,ACC_1004971,ACC_1011503,2023-12-30 10:34:06,PENDING
B_103954,ACC_1004975,ACC_1013271,2016-11-25 16:50:01,PENDING
B_103955,ACC_1004979,ACC_1003815,2017-07-11 01:39:34,APPROVED
B_103956,ACC_1004979,ACC_1006185,2017-07-05 01:39:34,APPROVED
B_103957,ACC_1004980,ACC_1004430,2017-07-20 11:03:34,APPROVED
B_103958,ACC_1004980,ACC_1006168,2017-07-23 11:03:34,APPROVED
B_103959,ACC_1004980,ACC_1013879,2017-07-15 11:03:34,APPROVED
B_103960,ACC_1004981,ACC_1009415,2017-07-07 11:57:34,APPROVED
B_103961,ACC_1004982,ACC_1000369,2022-01-20 12:26:31,PENDING
B_103962,ACC_1004982,ACC_1003200,2022-01-18 12:26:31,APPROVED
B_103963,ACC_1004982,ACC_1013700,2022-01-22 12:26:31,APPROVED
B_103964,ACC_1004985,ACC_1014778,2016-11-24 02:54:01,APPROVED
B_103965,ACC_1004985,ACC_1004923,2016-11-27 02:54:01,APPROVED
B_103966,ACC_1004986,ACC_1000793,2025-02-08 04:37:09,APPROVED
B_103967,ACC_1004988,ACC_1000986,2018-07-04 20:48:52,APPROVED
B_103968,ACC_1004988,ACC_1005487,2018-06-28 20:48:52,APPROVED
B_103969,ACC_1004988,ACC_1003132,2018-07-02 20:48:52,APPROVED
B_103970,ACC_1004991,ACC_1004001,2020-05-29 12:27:01,PENDING
B_103971,ACC_1004991,ACC_1004578,2020-05-28 12:27:01,APPROVED
B_103972,ACC_1004992,ACC_1011556,2021-05-04 08:51:09,APPROVED
B_103973,ACC_1004992,ACC_1012401,2021-04-29 08:51:09,APPROVED
B_103974,ACC_1004995,ACC_1006307,2023-06-28 05:59:31,APPROVED
B_103975,ACC_1004995,ACC_1008693,2023-06-28 05:59:31,APPROVED
B_103976,ACC_1004995,ACC_1004024,2023-06-29 05:59:31,APPROVED
B_103977,ACC_1004996,ACC_1007156,2016-03-16 21:24:45,PENDING
B_103978,ACC_1004996,ACC_1006269,2016-03-23 21:24:45,APPROVED
B_103979,ACC_1004996,ACC_1008142,2016-03-15 21:24:45,APPROVED
B_103980,ACC_1004999,ACC_1011811,2024-01-12 03:46:52,APPROVED
B_103981,ACC_1005005,ACC_1003972,2020-04-16 23:48:55,APPROVED
B_103982,ACC_1005006,ACC_1006425,2017-03-23 13:44:30,APPROVED
B_103983,ACC_1005006,ACC_1003168,2017-03-20 13:44:30,APPROVED
B_103984,ACC_1005006,ACC_1002351,2017-03-26 13:44:30,APPROVED
B_103985,ACC_1005011,ACC_1003850,2017-03-22 00:58:54,APPROVED
B_103986,ACC_1005011,ACC_1004321,2017-03-23 00:58:54,APPROVED
B_103987,ACC_1005011,ACC_1001259,2017-03-14 00:58:54,APPROVED
B_103988,ACC_1005017,ACC_1011132,2016-12-24 16:36:48,APPROVED
B_103989,ACC_1005017,ACC_1008360,2016-12-16 16:36:48,APPROVED
B_103990,ACC_1005017,ACC_1006003,2016-12-19 16:36:48,APPROVED
B_103991,ACC_1005027,ACC_1013960,2021-11-05 18:03:08,APPROVED
B_103992,ACC_1005028,ACC_1008689,2017-04-27 12:39:32,APPROVED
B_103993,ACC_1005028,ACC_1007153,2017-05-03 12:39:32,APPROVED
