device_id,device_type,operating_system,ip_address,location
DEV_10409,LAPTOP,Ubuntu 22.04,186.28.105.49,Cardiff
DEV_10410,LAPTOP,Ubuntu 22.04,188.150.45.201,London
DEV_10411,MOBILE,iOS 17.4,78.80.102.130,Leeds
DEV_10412,MOBILE,iOS 16.5,83.134.4.142,Cardiff
DEV_10413,MOBILE,iOS 16.5,85.148.151.160,Bristol
DEV_10414,TABLET,Android 13 Tablet,39.24.23.77,Glasgow
DEV_10415,MOBILE,iOS 16.5,51.177.19.245,Leicester
DEV_10416,LAPTOP,Windows 10,180.225.183.113,Newcastle
DEV_10417,LAPTOP,macOS Ventura,153.136.167.89,Cardiff
DEV_10418,LAPTOP,Windows 11,150.106.105.20,Liverpool
DEV_10419,MOBILE,Android 13,146.98.181.188,Cardiff
DEV_10420,TABLET,iPadOS 17,82.139.232.182,Nottingham
DEV_10421,LAPTOP,Windows 11,70.71.52.191,Cardiff
DEV_10422,TABLET,iPadOS 17,67.174.12.143,Leeds
DEV_10423,MOBILE,Android 13,107.9.211.87,Birmingham
DEV_10424,MOBILE,Android 14,130.57.150.38,Edinburgh
DEV_10425,TABLET,Android 13 Tablet,149.119.8.209,Leicester
DEV_10426,LAPTOP,Ubuntu 22.04,159.14.81.214,Nottingham
DEV_10427,TABLET,iPadOS 16,136.14.195.199,Belfast
DEV_10428,MOBILE,iOS 17.4,121.65.107.26,Manchester
DEV_10429,LAPTOP,Windows 10,128.105.22.173,Glasgow
DEV_10430,TABLET,iPadOS 16,98.242.64.51,Liverpool
DEV_10431,TABLET,iPadOS 17,96.215.142.79,Newcastle
DEV_10432,MOBILE,Android 13,92.151.214.179,Nottingham
DEV_10433,LAPTOP,macOS Ventura,88.141.61.194,Liverpool
DEV_10434,LAPTOP,macOS Ventura,161.4.211.14,Glasgow
DEV_10435,TABLET,iPadOS 16,48.12.29.106,Edinburgh
DEV_10436,MOBILE,iOS 16.5,191.177.74.129,London
DEV_10437,MOBILE,iOS 17.4,82.21.102.239,Coventry
DEV_10438,LAPTOP,macOS Ventura,103.6.253.164,Sheffield
DEV_10439,TABLET,iPadOS 16,119.39.43.156,Leeds
DEV_10440,MOBILE,iOS 17.4,52.202.204.138,Glasgow
DEV_10441,TABLET,Android 13 Tablet,73.51.220.144,Leeds
DEV_10442,MOBILE,Android 14,68.204.207.198,Bristol
DEV_10443,LAPTOP,Ubuntu 22.04,72.100.74.23,Newcastle
DEV_10444,MOBILE,Android 13,122.94.173.80,Leicester
DEV_10445,TABLET,Android 13 Tablet,159.55.205.134,Coventry
DEV_10446,LAPTOP,Windows 10,68.210.150.129,Liverpool
DEV_10447,TABLET,iPadOS 17,155.53.167.57,Edinburgh
DEV_10448,TABLET,iPadOS 17,85.37.199.124,Sheffield
DEV_10449,TABLET,iPadOS 16,48.149.50.204,Manchester
DEV_10450,MOBILE,iOS 16.5,124.235.27.182,Edinburgh
DEV_10451,LAPTOP,Ubuntu 22.04,158.183.186.236,London
DEV_10452,TABLET,Android 13 Tablet,128.112.97.157,Liverpool
DEV_10453,TABLET,iPadOS 16,117.154.116.191,Edinburgh
DEV_10454,MOBILE,iOS 17.4,181.140.246.221,Manchester
DEV_10455,TABLET,Android 13 Tablet,182.30.7.169,Bristol
DEV_10456,MOBILE,iOS 16.5,80.27.93.113,Sheffield
DEV_10457,MOBILE,Android 14,185.197.25.128,Newcastle
DEV_10458,TABLET,iPadOS 17,39.247.108.18,Cardiff
DEV_10459,MOBILE,Android 14,69.254.62.103,Bristol
DEV_10460,MOBILE,iOS 16.5,159.21.100.118,Glasgow
DEV_10461,LAPTOP,macOS Sonoma,89.77.99.101,Nottingham
DEV_10462,MOBILE,Android 14,50.214.207.89,Manchester
DEV_10463,MOBILE,Android 14,141.50.99.185,Sheffield
DEV_10464,LAPTOP,Windows 11,100.22.66.24,Bristol
DEV_10465,TABLET,iPadOS 16,108.185.136.74,Nottingham
DEV_10466,TABLET,iPadOS 17,93.121.248.79,London
DEV_10467,TABLET,Android 13 Tablet,34.99.17.55,Edinburgh
DEV_10468,LAPTOP,Windows 10,195.14.31.86,Liverpool
DEV_10469,LAPTOP,Ubuntu 22.04,113.15.203.181,Belfast
DEV_10470,MOBILE,Android 14,42.156.132.91,Glasgow
DEV_10471,MOBILE,iOS 16.5,40.124.179.134,Sheffield
DEV_10472,LAPTOP,macOS Sonoma,78.29.253.214,Nottingham
DEV_10473,TABLET,Android 13 Tablet,83.211.226.138,London
DEV_10474,MOBILE,Android 14,169.228.50.6,Leicester
DEV_10475,LAPTOP,Windows 11,76.247.77.201,Birmingham
DEV_10476,TABLET,iPadOS 16,121.78.113.181,London
DEV_10477,LAPTOP,Windows 11,45.108.108.82,Birmingham
DEV_10478,TABLET,iPadOS 17,173.247.39.32,Leeds
DEV_10479,LAPTOP,Ubuntu 22.04,67.173.38.168,Leicester
DEV_10480,MOBILE,iOS 17.4,170.148.195.51,Newcastle
DEV_10481,LAPTOP,Windows 10,187.160.52.204,Edinburgh
DEV_10482,TABLET,Android 13 Tablet,110.123.23.233,Leeds
DEV_10483,MOBILE,Android 14,143.110.112.64,Manchester
DEV_10484,LAPTOP,macOS Sonoma,126.234.89.76,Bristol
DEV_10485,LAPTOP,macOS Sonoma,56.162.195.15,Nottingham
DEV_10486,TABLET,Android 13 Tablet,142.211.179.173,Birmingham
DEV_10487,TABLET,iPadOS 17,183.173.85.110,Edinburgh
DEV_10488,MOBILE,Android 13,110.91.97.115,Belfast
DEV_10489,LAPTOP,macOS Ventura,193.227.43.157,Birmingham
DEV_10490,TABLET,Android 13 Tablet,54.103.75.37,Manchester
DEV_10491,TABLET,Android 13 Tablet,32.233.15.169,Bristol
DEV_10492,MOBILE,Android 14,148.37.85.32,Birmingham
DEV_10493,LAPTOP,Windows 11,119.62.176.202,Sheffield
DEV_10494,LAPTOP,Windows 10,147.127.55.21,Leeds
DEV_10495,LAPTOP,Windows 11,87.50.110.3,Coventry
DEV_10496,LAPTOP,Ubuntu 22.04,78.35.87.46,Sheffield
DEV_10497,LAPTOP,macOS Ventura,111.105.147.38,Cardiff
DEV_10498,LAPTOP,Windows 10,161.17.87.207,Leicester
DEV_10499,LAPTOP,Ubuntu 22.04,160.187.48.9,Sheffield
DEV_10500,TABLET,iPadOS 16,178.142.23.251,London
DEV_10501,TABLET,Android 13 Tablet,172.197.82.57,Nottingham
DEV_10502,MOBILE,iOS 17.4,156.201.200.59,Nottingham
DEV_10503,TABLET,Android 13 Tablet,113.189.168.189,London
DEV_10504,MOBILE,iOS 16.5,124.205.84.152,Birmingham
DEV_10505,MOBILE,Android 13,187.148.24.183,Leeds
DEV_10506,MOBILE,iOS 17.4,80.97.214.73,Liverpool
DEV_10507,LAPTOP,Windows 10,134.197.186.146,Coventry
DEV_10508,TABLET,iPadOS 16,118.69.68.57,Belfast
DEV_10509,MOBILE,Android 13,142.179.253.90,Belfast
DEV_10510,MOBILE,iOS 17.4,84.187.7.93,Edinburgh
DEV_10511,MOBILE,Android 13,185.201.48.209,Leeds
DEV_10512,MOBILE,iOS 17.4,186.85.111.222,Edinburgh
DEV_10513,MOBILE,Android 13,78.189.29.81,Bristol
DEV_10514,MOBILE,Android 13,163.188.217.147,Edinburgh
DEV_10515,MOBILE,Android 14,40.91.231.68,Newcastle
DEV_10516,TABLET,iPadOS 16,193.76.249.183,Coventry
DEV_10517,MOBILE,Android 14,63.29.175.10,Nottingham
DEV_10518,MOBILE,Android 13,31.126.67.78,Sheffield
DEV_10519,MOBILE,Android 13,62.235.40.86,Manchester
DEV_10520,LAPTOP,Windows 11,115.57.234.82,London
DEV_10521,LAPTOP,macOS Sonoma,87.47.205.85,Newcastle
DEV_10522,MOBILE,iOS 17.4,52.59.49.131,Cardiff
DEV_10523,TABLET,iPadOS 16,93.175.55.106,Leeds
DEV_10524,MOBILE,Android 14,136.121.73.134,Leicester
DEV_10525,LAPTOP,macOS Ventura,156.54.90.148,Bristol
DEV_10526,LAPTOP,Ubuntu 22.04,114.90.80.237,Birmingham
DEV_10527,LAPTOP,macOS Ventura,55.15.210.57,Leicester
DEV_10528,TABLET,iPadOS 16,139.211.74.127,Manchester
DEV_10529,MOBILE,iOS 16.5,184.246.79.111,Leicester
DEV_10530,MOBILE,iOS 16.5,132.105.161.89,Bristol
DEV_10531,MOBILE,Android 13,180.56.45.195,Edinburgh
DEV_10532,LAPTOP,Windows 10,185.223.130.180,Birmingham
DEV_10533,MOBILE,iOS 16.5,35.175.30.101,Belfast
DEV_10534,LAPTOP,Windows 10,125.214.104.44,Edinburgh
DEV_10535,LAPTOP,Ubuntu 22.04,92.74.187.220,Manchester
DEV_10536,LAPTOP,Windows 10,110.153.77.164,Sheffield
DEV_10537,TABLET,Android 13 Tablet,195.62.41.158,Belfast
DEV_10538,LAPTOP,Windows 11,173.199.121.189,Glasgow
DEV_10539,MOBILE,iOS 16.5,122.57.181.225,Glasgow
DEV_10540,MOBILE,iOS 17.4,89.205.4.136,Leicester
DEV_10541,TABLET,iPadOS 17,48.176.34.98,Manchester
DEV_10542,TABLET,iPadOS 17,77.164.78.175,Sheffield
DEV_10543,LAPTOP,Windows 10,108.242.131.207,Liverpool
DEV_10544,MOBILE,Android 13,159.3.96.80,Leicester
DEV_10545,TABLET,iPadOS 17,109.121.67.153,Bristol
DEV_10546,MOBILE,Android 13,49.179.180.107,Leicester
DEV_10547,MOBILE,Android 13,121.69.6.231,Bristol
DEV_10548,MOBILE,Android 14,102.37.252.196,Edinburgh
DEV_10549,LAPTOP,Ubuntu 22.04,57.100.3.27,Glasgow
DEV_10550,LAPTOP,macOS Ventura,44.76.205.84,Nottingham
DEV_10551,LAPTOP,macOS Ventura,34.246.87.63,Edinburgh
DEV_10552,MOBILE,Android 14,159.102.159.82,Bristol
DEV_10553,MOBILE,iOS 17.4,88.179.2.254,Cardiff
DEV_10554,LAPTOP,Windows 11,55.244.110.145,Bristol
DEV_10555,LAPTOP,macOS Ventura,145.185.51.107,Coventry
DEV_10556,TABLET,Android 13 Tablet,192.149.211.167,Sheffield
DEV_10557,LAPTOP,Windows 10,121.174.163.167,Nottingham
DEV_10558,LAPTOP,Windows 11,149.30.180.60,Nottingham
DEV_10559,LAPTOP,macOS Ventura,66.67.202.44,Birmingham
DEV_10560,MOBILE,Android 14,73.19.225.129,Sheffield
DEV_10561,MOBILE,Android 14,121.199.95.82,Birmingham
DEV_10562,LAPTOP,Windows 10,88.245.81.218,Leicester
DEV_10563,MOBILE,iOS 17.4,61.29.123.186,Newcastle
DEV_10564,MOBILE,Android 14,189.135.171.171,Edinburgh
DEV_10565,LAPTOP,macOS Sonoma,195.172.130.247,Liverpool
DEV_10566,LAPTOP,Windows 11,180.196.203.101,Sheffield
DEV_10567,LAPTOP,Ubuntu 22.04,32.20.237.127,Leeds
DEV_10568,TABLET,iPadOS 17,105.100.51.148,Nottingham
DEV_10569,TABLET,iPadOS 17,72.17.20.135,London
DEV_10570,MOBILE,Android 13,176.176.111.109,Leeds
DEV_10571,LAPTOP,Ubuntu 22.04,96.137.248.254,Coventry
DEV_10572,LAPTOP,Windows 11,85.224.87.114,Newcastle
DEV_10573,MOBILE,iOS 16.5,69.163.23.247,Newcastle
DEV_10574,TABLET,Android 13 Tablet,73.4.85.226,Coventry
DEV_10575,MOBILE,Android 13,55.88.19.200,Bristol
DEV_10576,TABLET,iPadOS 16,117.242.34.2,London
DEV_10577,TABLET,Android 13 Tablet,127.82.187.220,Manchester
DEV_10578,TABLET,iPadOS 17,44.190.221.50,London
DEV_10579,LAPTOP,macOS Ventura,65.229.155.145,Leeds
DEV_10580,LAPTOP,Windows 10,100.100.19.172,Leeds
DEV_10581,TABLET,iPadOS 16,117.64.21.220,Sheffield
DEV_10582,MOBILE,iOS 17.4,147.71.71.3,Bristol
DEV_10583,LAPTOP,macOS Ventura,171.220.152.31,Coventry
DEV_10584,MOBILE,Android 13,173.8.68.226,Manchester
DEV_10585,TABLET,Android 13 Tablet,72.76.22.46,Liverpool
DEV_10586,TABLET,iPadOS 17,172.80.48.115,Liverpool
DEV_10587,TABLET,iPadOS 17,152.171.44.141,Edinburgh
DEV_10588,LAPTOP,macOS Ventura,78.42.194.136,Edinburgh
DEV_10589,MOBILE,Android 13,108.214.223.85,Edinburgh
DEV_10590,TABLET,iPadOS 17,127.171.10.161,Coventry
DEV_10591,MOBILE,Android 13,62.190.199.231,Bristol
DEV_10592,LAPTOP,Windows 11,190.11.72.180,Leicester
DEV_10593,LAPTOP,Windows 10,129.228.49.43,Leicester
DEV_10594,LAPTOP,macOS Sonoma,36.55.19.210,Edinburgh
DEV_10595,TABLET,iPadOS 17,47.124.25.191,Nottingham
DEV_10596,MOBILE,iOS 16.5,36.7.206.222,Sheffield
DEV_10597,MOBILE,Android 13,141.45.165.58,Liverpool
DEV_10598,TABLET,iPadOS 17,163.107.38.172,Newcastle
DEV_10599,MOBILE,Android 13,82.139.102.176,Bristol
DEV_10600,LAPTOP,Windows 11,192.28.103.26,Bristol
DEV_10601,LAPTOP,macOS Ventura,40.130.141.99,London
DEV_10602,LAPTOP,Windows 11,151.240.96.183,Birmingham
DEV_10603,TABLET,iPadOS 16,118.74.187.167,London
DEV_10604,MOBILE,Android 13,178.96.15.166,Liverpool
DEV_10605,MOBILE,Android 13,110.140.116.103,Newcastle
DEV_10606,LAPTOP,Windows 11,92.112.84.112,Liverpool
DEV_10607,TABLET,iPadOS 16,142.170.145.147,Manchester
DEV_10608,TABLET,Android 13 Tablet,153.12.64.159,Manchester
DEV_10609,MOBILE,Android 13,99.217.248.230,Bristol
DEV_10610,LAPTOP,Windows 11,184.62.8.20,Sheffield
DEV_10611,LAPTOP,Ubuntu 22.04,161.19.22.178,London
DEV_10612,TABLET,iPadOS 17,64.130.221.235,Manchester
DEV_10613,TABLET,iPadOS 16,73.39.89.69,Cardiff
DEV_10614,TABLET,iPadOS 17,154.133.206.133,Edinburgh
DEV_10615,TABLET,Android 13 Tablet,36.113.15.82,Coventry
DEV_10616,MOBILE,iOS 17.4,62.79.6.173,Glasgow
DEV_10617,MOBILE,iOS 16.5,168.170.217.125,Coventry
DEV_10618,LAPTOP,Ubuntu 22.04,31.39.23.68,Leeds
DEV_10619,MOBILE,Android 13,60.155.161.5,Liverpool
DEV_10620,LAPTOP,Windows 11,116.82.215.249,Leeds
DEV_10621,TABLET,iPadOS 16,161.207.52.159,Leicester
DEV_10622,LAPTOP,macOS Sonoma,114.145.92.204,Sheffield
DEV_10623,LAPTOP,macOS Ventura,99.164.248.158,Newcastle
DEV_10624,MOBILE,iOS 16.5,109.6.237.104,Bristol
DEV_10625,LAPTOP,macOS Ventura,94.98.59.106,Leicester
DEV_10626,LAPTOP,macOS Ventura,159.97.244.206,Glasgow
DEV_10627,TABLET,iPadOS 17,186.93.73.62,Coventry
DEV_10628,LAPTOP,macOS Ventura,92.187.132.219,Liverpool
DEV_10629,LAPTOP,macOS Ventura,143.247.156.29,Liverpool
DEV_10630,MOBILE,Android 14,33.224.22.233,Coventry
DEV_10631,MOBILE,Android 13,163.174.99.103,Bristol
DEV_10632,LAPTOP,macOS Ventura,179.99.42.183,Leicester
DEV_10633,LAPTOP,Windows 10,180.151.81.77,Cardiff
DEV_10634,TABLET,iPadOS 16,41.4.100.245,Glasgow
DEV_10635,LAPTOP,macOS Ventura,133.107.162.61,Sheffield
DEV_10636,MOBILE,Android 14,157.246.9.163,Glasgow
DEV_10637,MOBILE,iOS 17.4,95.105.103.62,Edinburgh
DEV_10638,LAPTOP,Windows 11,31.224.129.191,Cardiff
DEV_10639,MOBILE,Android 13,64.149.211.162,Manchester
DEV_10640,LAPTOP,Ubuntu 22.04,59.8.162.159,Belfast
DEV_10641,MOBILE,iOS 16.5,90.230.209.65,Edinburgh
DEV_10642,TABLET,Android 13 Tablet,115.18.252.208,Edinburgh
DEV_10643,LAPTOP,Ubuntu 22.04,126.167.252.31,Cardiff
DEV_10644,LAPTOP,macOS Sonoma,35.8.224.139,Liverpool
DEV_10645,LAPTOP,macOS Ventura,106.191.32.132,Nottingham
DEV_10646,LAPTOP,Windows 11,145.207.169.236,Glasgow
DEV_10647,TABLET,iPadOS 17,115.222.107.187,Liverpool
DEV_10648,TABLET,iPadOS 17,58.93.44.225,Edinburgh
DEV_10649,MOBILE,Android 14,185.9.60.179,Sheffield
DEV_10650,LAPTOP,macOS Ventura,85.132.121.172,Bristol
DEV_10651,MOBILE,iOS 16.5,87.9.244.143,Sheffield
DEV_10652,MOBILE,iOS 17.4,41.106.191.195,Glasgow
DEV_10653,LAPTOP,macOS Sonoma,145.82.96.153,London
DEV_10654,LAPTOP,macOS Ventura,112.166.12.2,Edinburgh
DEV_10655,LAPTOP,Ubuntu 22.04,99.205.37.124,Birmingham
DEV_10656,TABLET,iPadOS 16,53.38.29.92,Newcastle
DEV_10657,TABLET,Android 13 Tablet,76.136.10.210,Newcastle
DEV_10658,MOBILE,Android 13,39.81.71.234,Leeds
DEV_10659,MOBILE,iOS 16.5,92.233.140.71,Belfast
DEV_10660,MOBILE,iOS 17.4,145.88.214.205,Leicester
DEV_10661,TABLET,Android 13 Tablet,183.190.221.38,Newcastle
DEV_10662,LAPTOP,Ubuntu 22.04,188.207.5.239,Edinburgh
DEV_10663,LAPTOP,Windows 11,183.26.188.200,London
DEV_10664,LAPTOP,Ubuntu 22.04,138.206.9.246,Belfast
DEV_10665,MOBILE,iOS 17.4,125.97.146.173,Newcastle
DEV_10666,TABLET,Android 13 Tablet,45.217.164.88,Liverpool
DEV_10667,MOBILE,Android 13,153.138.244.210,Edinburgh
DEV_10668,TABLET,Android 13 Tablet,77.134.37.141,Newcastle
DEV_10669,TABLET,Android 13 Tablet,112.136.53.122,Nottingham
DEV_10670,TABLET,iPadOS 16,94.38.230.207,Nottingham
DEV_10671,LAPTOP,macOS Sonoma,162.200.206.53,Manchester
DEV_10672,TABLET,Android 13 Tablet,56.80.187.141,Glasgow
DEV_10673,TABLET,Android 13 Tablet,160.118.141.128,Cardiff
DEV_10674,TABLET,iPadOS 17,151.236.133.203,Nottingham
DEV_10675,MOBILE,Android 14,195.105.123.168,Bristol
DEV_10676,TABLET,iPadOS 16,128.119.93.8,Leeds
DEV_10677,TABLET,iPadOS 17,40.240.217.77,Birmingham
DEV_10678,LAPTOP,Windows 11,172.104.174.158,Sheffield
DEV_10679,MOBILE,Android 13,149.86.129.7,Edinburgh
DEV_10680,MOBILE,Android 13,54.67.59.55,Edinburgh
DEV_10681,TABLET,iPadOS 16,143.72.44.171,Leeds
DEV_10682,MOBILE,Android 14,50.251.112.214,Newcastle
DEV_10683,TABLET,iPadOS 17,164.176.99.22,Leeds
DEV_10684,TABLET,Android 13 Tablet,32.107.142.219,Belfast
DEV_10685,LAPTOP,Windows 10,89.170.78.173,Liverpool
DEV_10686,TABLET,iPadOS 17,120.80.93.61,Leicester
DEV_10687,LAPTOP,Ubuntu 22.04,172.9.128.238,Leicester
DEV_10688,LAPTOP,Windows 10,90.82.153.75,Birmingham
DEV_10689,MOBILE,iOS 16.5,73.185.193.35,Cardiff
DEV_10690,MOBILE,Android 14,172.87.178.39,London
DEV_10691,TABLET,iPadOS 16,134.217.62.235,Leeds
DEV_10692,TABLET,iPadOS 17,88.144.23.164,Liverpool
DEV_10693,MOBILE,iOS 17.4,85.51.103.145,Cardiff
DEV_10694,MOBILE,iOS 16.5,101.78.168.167,Belfast
DEV_10695,LAPTOP,Ubuntu 22.04,47.253.174.218,Leicester
DEV_10696,LAPTOP,macOS Sonoma,31.99.244.230,Birmingham
DEV_10697,LAPTOP,Ubuntu 22.04,107.5.84.156,Nottingham
DEV_10698,LAPTOP,macOS Sonoma,43.225.236.9,London
DEV_10699,TABLET,iPadOS 16,188.27.46.237,Belfast
DEV_10700,TABLET,iPadOS 16,119.229.4.12,Bristol
DEV_10701,TABLET,Android 13 Tablet,92.37.232.239,London
DEV_10702,MOBILE,iOS 17.4,135.39.90.172,Edinburgh
DEV_10703,TABLET,iPadOS 17,94.189.24.165,Newcastle
DEV_10704,LAPTOP,Ubuntu 22.04,169.214.209.220,Birmingham
DEV_10705,MOBILE,iOS 16.5,147.226.116.217,Birmingham
DEV_10706,LAPTOP,Windows 11,148.124.27.110,Sheffield
DEV_10707,LAPTOP,Windows 10,107.3.88.28,Newcastle
DEV_10708,MOBILE,iOS 17.4,84.170.95.43,Birmingham
DEV_10709,TABLET,iPadOS 17,186.242.63.200,Belfast
DEV_10710,TABLET,iPadOS 17,122.202.118.218,Belfast
DEV_10711,LAPTOP,macOS Ventura,94.232.213.144,Cardiff
DEV_10712,TABLET,iPadOS 16,61.123.44.89,Birmingham
DEV_10713,TABLET,iPadOS 17,76.113.247.199,Liverpool
DEV_10714,TABLET,iPadOS 16,153.242.150.63,Leeds
DEV_10715,MOBILE,iOS 16.5,179.51.147.11,Coventry
DEV_10716,LAPTOP,Windows 11,151.164.217.5,Cardiff
DEV_10717,TABLET,Android 13 Tablet,127.27.245.105,Cardiff
DEV_10718,MOBILE,Android 14,133.231.215.219,London
DEV_10719,TABLET,Android 13 Tablet,91.32.49.57,Birmingham
DEV_10720,MOBILE,iOS 16.5,103.203.210.243,Birmingham
DEV_10721,MOBILE,Android 13,121.178.188.240,London
DEV_10722,TABLET,iPadOS 17,187.202.190.187,Newcastle
DEV_10723,LAPTOP,Ubuntu 22.04,62.22.228.87,Birmingham
DEV_10724,LAPTOP,Ubuntu 22.04,188.193.252.77,Bristol
DEV_10725,MOBILE,Android 13,195.66.107.129,London
DEV_10726,LAPTOP,Windows 11,105.214.174.207,Coventry
DEV_10727,MOBILE,iOS 17.4,130.246.251.16,Bristol
DEV_10728,LAPTOP,Windows 11,187.36.191.250,Nottingham
DEV_10729,LAPTOP,Ubuntu 22.04,104.11.214.29,Nottingham
DEV_10730,MOBILE,iOS 17.4,180.90.170.183,Bristol
DEV_10731,TABLET,iPadOS 17,82.142.174.197,Bristol
DEV_10732,LAPTOP,Windows 11,134.120.26.76,London
DEV_10733,MOBILE,Android 14,109.248.153.139,Belfast
DEV_10734,TABLET,iPadOS 16,172.189.172.64,Sheffield
DEV_10735,MOBILE,Android 14,179.113.109.149,Newcastle
DEV_10736,LAPTOP,macOS Sonoma,106.202.190.207,Liverpool
DEV_10737,MOBILE,iOS 16.5,140.220.121.69,Sheffield
DEV_10738,TABLET,iPadOS 17,82.145.227.225,Sheffield
DEV_10739,LAPTOP,macOS Sonoma,123.90.125.122,Bristol
DEV_10740,MOBILE,Android 14,128.32.160.92,Sheffield
DEV_10741,LAPTOP,Windows 11,51.188.67.164,Liverpool
DEV_10742,LAPTOP,Windows 11,160.254.252.211,Cardiff
DEV_10743,TABLET,iPadOS 16,78.46.169.16,Manchester
DEV_10744,MOBILE,iOS 16.5,132.21.17.87,Newcastle
DEV_10745,LAPTOP,Windows 10,118.55.170.249,Leeds
DEV_10746,LAPTOP,Windows 11,175.203.214.40,Leeds
DEV_10747,LAPTOP,Ubuntu 22.04,34.107.186.153,Leicester
DEV_10748,MOBILE,iOS 16.5,146.105.48.131,London
DEV_10749,LAPTOP,Ubuntu 22.04,71.87.110.59,Newcastle
DEV_10750,LAPTOP,Ubuntu 22.04,105.37.237.207,Nottingham
DEV_10751,TABLET,iPadOS 17,127.203.194.209,Bristol
DEV_10752,TABLET,iPadOS 16,110.20.118.135,Bristol
DEV_10753,MOBILE,iOS 17.4,72.18.5.126,Belfast
DEV_10754,MOBILE,Android 13,167.129.190.105,Edinburgh
DEV_10755,TABLET,iPadOS 17,189.67.193.250,Sheffield
DEV_10756,LAPTOP,Windows 11,63.42.19.183,Newcastle
DEV_10757,MOBILE,Android 14,123.120.108.190,Sheffield
DEV_10758,MOBILE,iOS 16.5,187.141.245.120,Manchester
DEV_10759,MOBILE,Android 13,101.104.121.101,Belfast
DEV_10760,LAPTOP,Windows 10,48.201.109.42,Edinburgh
DEV_10761,TABLET,iPadOS 16,45.188.120.30,Edinburgh
DEV_10762,MOBILE,iOS 17.4,49.172.247.109,Belfast
DEV_10763,LAPTOP,macOS Ventura,106.216.198.132,Birmingham
DEV_10764,LAPTOP,macOS Ventura,103.50.17.49,Leeds
DEV_10765,TABLET,iPadOS 17,164.58.174.96,Newcastle
DEV_10766,TABLET,Android 13 Tablet,43.76.244.248,Liverpool
DEV_10767,LAPTOP,macOS Ventura,55.36.124.225,Birmingham
DEV_10768,LAPTOP,macOS Sonoma,182.3.138.102,Nottingham
DEV_10769,LAPTOP,Windows 10,56.45.185.97,Sheffield
DEV_10770,LAPTOP,Windows 10,90.13.33.172,London
DEV_10771,MOBILE,iOS 17.4,194.21.86.237,Sheffield
DEV_10772,MOBILE,iOS 16.5,96.160.36.206,Newcastle
DEV_10773,TABLET,iPadOS 16,93.130.144.247,Liverpool
DEV_10774,MOBILE,iOS 16.5,49.143.201.112,Manchester
DEV_10775,TABLET,Android 13 Tablet,159.86.198.163,Manchester
DEV_10776,LAPTOP,Windows 10,78.19.133.252,Nottingham
DEV_10777,MOBILE,iOS 16.5,58.77.62.215,Nottingham
DEV_10778,LAPTOP,macOS Sonoma,158.178.4.31,Bristol
DEV_10779,TABLET,iPadOS 17,56.187.172.155,Leicester
DEV_10780,LAPTOP,Windows 11,126.80.80.16,Birmingham
DEV_10781,TABLET,iPadOS 17,89.34.42.8,Sheffield
DEV_10782,TABLET,Android 13 Tablet,54.142.127.74,Sheffield
DEV_10783,LAPTOP,Windows 10,32.143.61.138,Edinburgh
DEV_10784,TABLET,iPadOS 16,113.26.83.41,Leicester
DEV_10785,LAPTOP,macOS Ventura,35.129.229.66,Cardiff
DEV_10786,LAPTOP,Windows 10,170.172.169.79,Coventry
DEV_10787,LAPTOP,macOS Sonoma,171.87.143.163,Birmingham
DEV_10788,LAPTOP,Ubuntu 22.04,44.134.207.113,Liverpool
DEV_10789,LAPTOP,macOS Ventura,181.20.77.209,Sheffield
DEV_10790,MOBILE,iOS 16.5,189.230.177.218,Coventry
DEV_10791,LAPTOP,Ubuntu 22.04,86.181.43.4,Birmingham
DEV_10792,MOBILE,Android 13,88.224.149.221,Nottingham
DEV_10793,MOBILE,Android 13,83.37.195.52,Edinburgh
DEV_10794,TABLET,iPadOS 16,65.183.31.212,Manchester
DEV_10795,MOBILE,iOS 16.5,143.243.58.135,Leeds
DEV_10796,TABLET,iPadOS 17,38.51.108.61,Birmingham
DEV_10797,TABLET,iPadOS 17,95.203.251.68,Sheffield
DEV_10798,TABLET,Android 13 Tablet,188.84.222.13,Leeds
DEV_10799,MOBILE,Android 13,180.230.202.171,Edinburgh
DEV_10800,TABLET,iPadOS 17,191.210.93.250,Edinburgh
DEV_10801,MOBILE,Android 14,122.45.240.105,Leeds
DEV_10802,TABLET,iPadOS 16,100.158.109.102,Coventry
DEV_10803,TABLET,iPadOS 16,53.51.29.76,Nottingham
DEV_10804,TABLET,Android 13 Tablet,158.3.202.73,Belfast
DEV_10805,LAPTOP,macOS Sonoma,179.14.135.247,Belfast
DEV_10806,TABLET,iPadOS 16,192.244.180.216,Edinburgh
DEV_10807,TABLET,Android 13 Tablet,190.206.228.131,Leicester
DEV_10808,TABLET,iPadOS 17,81.193.144.254,Belfast
DEV_10809,LAPTOP,Windows 10,43.65.81.12,Edinburgh
DEV_10810,LAPTOP,macOS Ventura,153.88.67.22,Sheffield
DEV_10811,LAPTOP,macOS Sonoma,166.22.87.80,Nottingham
DEV_10812,MOBILE,Android 14,46.121.213.125,Glasgow
DEV_10813,MOBILE,Android 14,70.236.157.145,Belfast
DEV_10814,MOBILE,iOS 16.5,49.176.209.113,Birmingham
DEV_10815,MOBILE,Android 13,125.6.47.253,Leeds
DEV_10816,TABLET,Android 13 Tablet,130.39.152.248,London
DEV_10817,LAPTOP,Windows 11,67.157.14.178,Nottingham
