transaction_id,sender_account_id,receiver_account_id,merchant_id,device_id,amount,transaction_type,timestamp,fraud_label
TXN_50040998,ACC_1012478,ACC_1011060,,DEV_10343,75.3,TRANSFER,2026-05-09 07:05:10,0
TXN_50056347,ACC_1012238,,M_1255,DEV_11362,300.78,PURCHASE,2026-05-09 07:05:20,0
TXN_50024251,ACC_1014469,,M_1259,DEV_10618,16.55,PURCHASE,2026-05-09 07:05:34,0
TXN_50073080,ACC_1003860,,M_1460,DEV_10766,29.42,PURCHASE,2026-05-09 07:05:35,0
TXN_50085793,ACC_1008372,,M_1115,DEV_10207,156.43,PURCHASE,2026-05-09 07:05:42,0
TXN_50060725,ACC_1001612,ACC_1009933,,DEV_10606,85.2,TRANSFER,2026-05-09 07:05:52,0
TXN_50014193,,ACC_1009447,,,2557.24,SALARY,2026-05-09 07:05:57,0
TXN_50061463,ACC_1007093,,M_1285,DEV_10761,11.46,PURCHASE,2026-05-09 07:06:03,0
TXN_50093213,ACC_1003958,,,,100,ATM_WITHDRAWAL,2026-05-09 07:06:07,0
TXN_50062831,ACC_1011282,,M_1027,DEV_11804,9.67,PURCHASE,2026-05-09 07:06:17,0
TXN_50076945,ACC_1013221,,M_1453,DEV_10149,22.17,PURCHASE,2026-05-09 07:06:23,0
TXN_50085390,ACC_1003098,,M_1142,DEV_10612,63.14,PURCHASE,2026-05-09 07:06:31,0
TXN_50013477,ACC_1000680,,M_1395,DEV_10751,118.95,PURCHASE,2026-05-09 07:06:40,0
TXN_50054831,ACC_1011276,ACC_1005479,,DEV_11785,334.59,TRANSFER,2026-05-09 07:06:43,0
TXN_50055038,ACC_1009117,,M_1116,DEV_10225,82.67,PURCHASE,2026-05-09 07:06:48,0
TXN_50070146,ACC_1010100,,M_1040,DEV_11966,18.89,PURCHASE,2026-05-09 07:07:05,0
TXN_50075382,ACC_1012380,,M_1115,DEV_10287,61.33,PURCHASE,2026-05-09 07:07:36,0
TXN_50038712,,ACC_1005553,,,2703.9,SALARY,2026-05-09 07:08:05,0
TXN_50057971,ACC_1012323,,M_1177,DEV_11751,32.92,PURCHASE,2026-05-09 07:09:06,0
TXN_50018368,ACC_1008070,,M_1197,DEV_11959,14.65,PURCHASE,2026-05-09 07:09:15,0
TXN_50036292,ACC_1013560,,,,50,ATM_WITHDRAWAL,2026-05-09 07:11:28,0
TXN_50059829,ACC_1011008,,M_1113,DEV_11519,63.81,PURCHASE,2026-05-09 07:11:30,0
TXN_50059313,ACC_1003148,,,,40,ATM_WITHDRAWAL,2026-05-09 07:12:53,0
TXN_F_60003475,ACC_1010046,ACC_1007219,,DEV_10131,5126.36,TRANSFER,2026-05-09 07:13:04,1
TXN_50039328,ACC_1014820,ACC_1014958,,DEV_10608,18.86,TRANSFER,2026-05-09 07:13:05,0
TXN_50063807,ACC_1003376,,M_1092,DEV_10605,8.96,PURCHASE,2026-05-09 07:13:06,0
TXN_50023648,ACC_1005140,,M_1160,DEV_10732,2.15,PURCHASE,2026-05-09 07:13:38,0
TXN_50091884,ACC_1000726,,M_1366,DEV_10628,83.75,PURCHASE,2026-05-09 07:13:50,0
TXN_50034895,ACC_1007872,,M_1227,DEV_10534,182.46,PURCHASE,2026-05-09 07:14:30,0
TXN_50067697,ACC_1008792,,,,100,ATM_WITHDRAWAL,2026-05-09 07:15:09,0
TXN_50091083,ACC_1002795,,M_1209,DEV_10728,57.37,PURCHASE,2026-05-09 07:15:41,0
TXN_50035605,ACC_1005801,,M_1308,DEV_11932,25.25,PURCHASE,2026-05-09 07:16:23,0
TXN_50040313,ACC_1004221,,M_1254,DEV_11382,41.78,PURCHASE,2026-05-09 07:16:30,0
TXN_50050135,ACC_1002187,,M_1108,DEV_10814,20.72,PURCHASE,2026-05-09 07:16:40,0
TXN_50003585,ACC_1014617,,M_1012,DEV_10610,66.15,PURCHASE,2026-05-09 07:17:30,0
TXN_50015474,ACC_1004163,,M_1265,DEV_11487,62.48,PURCHASE,2026-05-09 07:18:31,0
TXN_50050747,ACC_1012976,,M_1166,DEV_10812,56.83,PURCHASE,2026-05-09 07:18:33,0
TXN_50062028,ACC_1006119,,M_1118,DEV_10823,8.86,PURCHASE,2026-05-09 07:18:37,0
TXN_50030999,ACC_1000699,,,,40,ATM_WITHDRAWAL,2026-05-09 07:20:17,0
TXN_F_60001520,ACC_1009655,ACC_1010961,,DEV_11806,1685.17,TRANSFER,2026-05-09 07:20:41,1
TXN_50039479,ACC_1006284,,M_1327,DEV_11691,10.5,PURCHASE,2026-05-09 07:22:03,0
TXN_50056139,ACC_1001312,,M_1069,DEV_10754,10.7,PURCHASE,2026-05-09 07:22:19,0
TXN_50056776,ACC_1012841,,M_1070,DEV_10872,21.91,PURCHASE,2026-05-09 07:22:28,0
TXN_50078874,ACC_1002283,,M_1345,DEV_11257,15.86,PURCHASE,2026-05-09 07:22:49,0
TXN_50062054,ACC_1001946,,M_1236,DEV_11418,127.06,BILL_PAYMENT,2026-05-09 07:23:25,0
TXN_50006215,ACC_1011500,,M_1346,DEV_11726,57.29,PURCHASE,2026-05-09 07:23:35,0
TXN_50081751,ACC_1003633,,,,300,ATM_WITHDRAWAL,2026-05-09 07:23:51,0
TXN_50083865,ACC_1006630,,M_1219,DEV_11074,50.02,PURCHASE,2026-05-09 07:24:36,0
TXN_50056833,ACC_1011924,,M_1439,DEV_10776,118.74,PURCHASE,2026-05-09 07:25:05,0
TXN_50093103,ACC_1007395,,M_1176,DEV_10660,5.95,PURCHASE,2026-05-09 07:25:56,0
TXN_50075081,ACC_1003722,,M_1035,DEV_11024,20.85,PURCHASE,2026-05-09 07:26:18,0
TXN_50036209,ACC_1000458,,M_1318,DEV_11624,12.31,PURCHASE,2026-05-09 07:26:29,0
TXN_50026687,ACC_1004729,,M_1220,DEV_11710,15.54,PURCHASE,2026-05-09 07:27:19,0
TXN_50033119,ACC_1001125,,M_1260,DEV_11255,39.17,PURCHASE,2026-05-09 07:28:11,0
TXN_50016563,ACC_1010403,,M_1038,DEV_10919,105.42,BILL_PAYMENT,2026-05-09 07:29:40,0
TXN_50061677,ACC_1003802,,M_1308,DEV_11827,553.48,PURCHASE,2026-05-09 07:30:26,0
TXN_50083621,ACC_1012670,,M_1482,DEV_11010,124.16,PURCHASE,2026-05-09 07:31:10,0
TXN_50020260,ACC_1003808,,M_1015,DEV_10427,107.57,PURCHASE,2026-05-09 07:31:19,0
TXN_50080470,ACC_1013367,,M_1491,DEV_11007,25.65,PURCHASE,2026-05-09 07:32:15,0
TXN_50070224,ACC_1000282,,M_1215,DEV_11310,37.55,BILL_PAYMENT,2026-05-09 07:32:37,0
TXN_50052257,ACC_1009073,ACC_1010406,,DEV_11566,26.31,TRANSFER,2026-05-09 07:33:05,0
TXN_F_60004111,ACC_1014834,,M_1323,DEV_H_90198,1061.24,PURCHASE,2026-05-09 07:33:59,1
TXN_50005707,ACC_1001859,,M_1329,DEV_11386,47.18,PURCHASE,2026-05-09 07:34:39,0
TXN_F_60000704,,ACC_1004753,,,8238.85,TRANSFER,2026-05-09 07:35:37,1
TXN_50092716,ACC_1012483,,M_1114,DEV_10123,92.51,PURCHASE,2026-05-09 07:35:42,0
TXN_50047238,ACC_1014930,,M_1039,DEV_11440,88.01,BILL_PAYMENT,2026-05-09 07:36:05,0
TXN_50034363,ACC_1000671,,M_1084,DEV_11211,94.21,BILL_PAYMENT,2026-05-09 07:36:39,0
TXN_50076511,ACC_1009250,,M_1490,DEV_11861,110.51,PURCHASE,2026-05-09 07:36:41,0
TXN_50005761,ACC_1009574,,M_1334,DEV_11115,119.47,PURCHASE,2026-05-09 07:37:28,0
TXN_50012135,ACC_1007824,,M_1005,DEV_10553,21.28,PURCHASE,2026-05-09 07:38:05,0
TXN_50056075,ACC_1013432,,M_1145,DEV_10244,71.6,PURCHASE,2026-05-09 07:38:30,0
TXN_50057607,ACC_1008142,,M_1309,DEV_10806,100.94,PURCHASE,2026-05-09 07:39:14,0
TXN_50021478,ACC_1012305,,M_1265,DEV_10817,92.06,BILL_PAYMENT,2026-05-09 07:39:17,0
TXN_50006711,ACC_1003898,,M_1235,DEV_10889,77.12,PURCHASE,2026-05-09 07:39:38,0
TXN_50023905,ACC_1000040,,M_1196,DEV_10253,8.23,PURCHASE,2026-05-09 07:39:54,0
TXN_50094167,ACC_1006795,,M_1177,DEV_10545,41.14,PURCHASE,2026-05-09 07:39:58,0
TXN_50082235,ACC_1009900,,M_1227,DEV_10910,57.59,PURCHASE,2026-05-09 07:40:21,0
TXN_50026510,,ACC_1005843,,,2021.91,SALARY,2026-05-09 07:40:26,0
TXN_50090253,ACC_1011854,,M_1032,DEV_10494,75.67,PURCHASE,2026-05-09 07:40:35,0
TXN_50092676,ACC_1010978,ACC_1005301,,DEV_11881,41.39,TRANSFER,2026-05-09 07:40:57,0
TXN_50042421,ACC_1003905,,M_1267,DEV_10436,22.82,PURCHASE,2026-05-09 07:41:22,0
TXN_F_60000705,ACC_1004753,ACC_1014251,,DEV_11673,7991.68,TRANSFER,2026-05-09 07:42:37,1
TXN_50039945,ACC_1003258,,M_1420,DEV_11632,14.48,PURCHASE,2026-05-09 07:42:51,0
TXN_50064654,ACC_1004554,,M_1285,DEV_10509,5.59,PURCHASE,2026-05-09 07:42:54,0
TXN_50047535,ACC_1012176,,M_1013,DEV_10518,58.1,PURCHASE,2026-05-09 07:43:06,0
TXN_F_60001892,ACC_1002584,ACC_1007495,,DEV_10620,2612.22,TRANSFER,2026-05-09 07:43:07,1
TXN_50009226,ACC_1002457,,M_1150,DEV_10986,243.13,BILL_PAYMENT,2026-05-09 07:43:08,0
TXN_50032911,ACC_1010019,,M_1166,DEV_10396,14.43,PURCHASE,2026-05-09 07:44:28,0
TXN_50031265,ACC_1008968,,M_1413,DEV_11772,241.43,BILL_PAYMENT,2026-05-09 07:44:30,0
TXN_50020519,ACC_1013735,,M_1403,DEV_10449,24.3,PURCHASE,2026-05-09 07:44:31,0
TXN_50003257,ACC_1014513,,M_1058,DEV_10021,11.83,PURCHASE,2026-05-09 07:44:41,0
TXN_50060844,ACC_1001528,,M_1180,DEV_11890,103.95,PURCHASE,2026-05-09 07:44:50,0
TXN_50069187,ACC_1012121,ACC_1003639,,DEV_10178,7.92,TRANSFER,2026-05-09 07:45:13,0
TXN_50022505,ACC_1004804,,M_1424,DEV_10053,72.26,PURCHASE,2026-05-09 07:45:54,0
TXN_50091437,ACC_1005844,,M_1277,DEV_11924,229.59,PURCHASE,2026-05-09 07:46:52,0
TXN_50015346,ACC_1008098,,M_1209,DEV_11885,3.75,PURCHASE,2026-05-09 07:47:24,0
TXN_50027717,ACC_1006950,,M_1141,DEV_11306,22.18,PURCHASE,2026-05-09 07:47:48,0
TXN_50062763,ACC_1005040,,M_1307,DEV_10468,24.44,PURCHASE,2026-05-09 07:47:50,0
TXN_50060821,ACC_1001716,,M_1225,DEV_10075,20.42,PURCHASE,2026-05-09 07:50:59,0
TXN_50091643,ACC_1012395,,M_1101,DEV_10103,66.82,PURCHASE,2026-05-09 07:51:41,0
TXN_50017649,ACC_1000138,,M_1150,DEV_11442,100.53,BILL_PAYMENT,2026-05-09 07:52:09,0
TXN_50077741,ACC_1002466,,,,200,ATM_WITHDRAWAL,2026-05-09 07:53:41,0
TXN_50005525,ACC_1014421,,M_1298,DEV_10775,82.49,PURCHASE,2026-05-09 07:55:15,0
TXN_50037793,ACC_1010755,,M_1051,DEV_10982,29.42,PURCHASE,2026-05-09 07:55:57,0
TXN_50057444,ACC_1005112,,M_1302,DEV_11853,25.72,PURCHASE,2026-05-09 07:56:05,0
TXN_50050490,ACC_1000805,,M_1214,DEV_11383,216.48,PURCHASE,2026-05-09 07:56:10,0
TXN_50090781,ACC_1003447,,M_1423,DEV_11373,108.9,PURCHASE,2026-05-09 07:56:11,0
TXN_50038546,ACC_1011205,,M_1055,DEV_10061,29.63,PURCHASE,2026-05-09 07:57:34,0
TXN_50079973,ACC_1000036,,M_1464,DEV_11846,225.74,BILL_PAYMENT,2026-05-09 07:57:44,0
TXN_50026524,ACC_1011950,,M_1409,DEV_10035,34.41,PURCHASE,2026-05-09 07:58:49,0
TXN_50005230,ACC_1010822,,M_1475,DEV_11613,39.08,PURCHASE,2026-05-09 07:58:52,0
TXN_50031785,ACC_1012202,,M_1236,DEV_10019,49.22,PURCHASE,2026-05-09 07:59:28,0
TXN_50092168,ACC_1002716,,M_1206,DEV_11100,41.04,PURCHASE,2026-05-09 07:59:44,0
TXN_50035151,ACC_1012176,,M_1063,DEV_10518,27.44,PURCHASE,2026-05-09 08:00:03,0
TXN_50004491,ACC_1013760,,M_1365,DEV_10783,32.75,PURCHASE,2026-05-09 08:00:09,0
TXN_50077775,ACC_1012182,,,,300,ATM_WITHDRAWAL,2026-05-09 08:00:34,0
TXN_50091423,ACC_1001109,,M_1299,DEV_10916,4.85,PURCHASE,2026-05-09 08:00:36,0
TXN_50082528,ACC_1005589,,M_1112,DEV_10768,5.57,PURCHASE,2026-05-09 08:00:55,0
TXN_50039799,ACC_1014816,,M_1484,DEV_11472,12.66,PURCHASE,2026-05-09 08:01:00,0
TXN_50091354,ACC_1010243,,M_1246,DEV_11253,11.24,PURCHASE,2026-05-09 08:02:50,0
TXN_50050203,ACC_1006799,,M_1116,DEV_10732,41.85,PURCHASE,2026-05-09 08:03:00,0
TXN_50007920,ACC_1008027,,M_1009,DEV_11159,5.54,PURCHASE,2026-05-09 08:03:18,0
TXN_50007196,ACC_1004221,,M_1116,DEV_11382,53.23,PURCHASE,2026-05-09 08:04:10,0
TXN_50036959,ACC_1010499,,M_1369,DEV_10188,5.72,PURCHASE,2026-05-09 08:04:11,0
TXN_50015312,,ACC_1006260,,,2823.35,SALARY,2026-05-09 08:04:16,0
TXN_50085462,ACC_1008200,,M_1355,DEV_10301,59.27,PURCHASE,2026-05-09 08:04:57,0
TXN_50045478,ACC_1008572,,M_1078,DEV_11497,29.47,PURCHASE,2026-05-09 08:05:20,0
TXN_50062976,,ACC_1013437,,,2338.42,SALARY,2026-05-09 08:05:34,0
TXN_50063630,ACC_1013480,,M_1459,DEV_11917,25.24,PURCHASE,2026-05-09 08:06:10,0
TXN_50061080,ACC_1013129,,M_1480,DEV_11041,35.42,BILL_PAYMENT,2026-05-09 08:07:22,0
TXN_50035481,ACC_1001377,,M_1341,DEV_11549,18.84,PURCHASE,2026-05-09 08:07:25,0
TXN_50051130,ACC_1009935,,M_1237,DEV_11352,2.84,PURCHASE,2026-05-09 08:07:59,0
TXN_50014037,ACC_1002274,,M_1198,DEV_11198,23.81,PURCHASE,2026-05-09 08:08:16,0
TXN_50000372,ACC_1012284,,M_1136,DEV_10598,137.77,PURCHASE,2026-05-09 08:08:27,0
TXN_50028514,ACC_1011418,,M_1155,DEV_11596,37.63,PURCHASE,2026-05-09 08:08:32,0
TXN_50087245,ACC_1012286,,M_1070,DEV_11007,2.72,PURCHASE,2026-05-09 08:09:27,0
TXN_50025426,ACC_1004953,,M_1066,DEV_10244,13.24,PURCHASE,2026-05-09 08:10:17,0
TXN_50036525,ACC_1005674,ACC_1009945,,DEV_11932,38.45,TRANSFER,2026-05-09 08:10:31,0
TXN_50070028,ACC_1010447,,M_1175,DEV_10330,34.28,PURCHASE,2026-05-09 08:11:06,0
TXN_50042025,ACC_1006112,,M_1317,DEV_11976,194.9,PURCHASE,2026-05-09 08:11:56,0
TXN_50063111,ACC_1002263,,M_1309,DEV_10044,5.27,PURCHASE,2026-05-09 08:12:02,0
TXN_50014969,ACC_1002482,,M_1105,DEV_10832,46.37,PURCHASE,2026-05-09 08:13:12,0
TXN_50051168,ACC_1009752,,M_1121,DEV_10812,14.73,PURCHASE,2026-05-09 08:14:32,0
TXN_50076858,ACC_1009110,,M_1009,DEV_10457,7.07,PURCHASE,2026-05-09 08:14:41,0
TXN_50000122,ACC_1004919,,M_1279,DEV_11280,26.08,PURCHASE,2026-05-09 08:14:54,0
TXN_50040667,ACC_1012292,ACC_1012306,,DEV_10710,72.44,TRANSFER,2026-05-09 08:14:59,0
TXN_50031131,ACC_1002069,,M_1311,DEV_10173,14.15,PURCHASE,2026-05-09 08:15:36,0
TXN_50024454,ACC_1006987,,M_1287,DEV_10647,32.8,PURCHASE,2026-05-09 08:16:08,0
TXN_50012815,ACC_1006797,,M_1374,DEV_11737,13.31,PURCHASE,2026-05-09 08:16:16,0
TXN_50020903,ACC_1005793,,M_1408,DEV_11992,20.93,BILL_PAYMENT,2026-05-09 08:16:36,0
TXN_50065825,ACC_1000629,,M_1431,DEV_10524,4.27,PURCHASE,2026-05-09 08:17:44,0
TXN_50009495,ACC_1012034,,M_1303,DEV_11275,239.0,BILL_PAYMENT,2026-05-09 08:18:03,0
TXN_50079811,,ACC_1002873,,,2537.67,SALARY,2026-05-09 08:18:40,0
TXN_50061471,ACC_1008665,,,,40,ATM_WITHDRAWAL,2026-05-09 08:18:43,0
TXN_50078481,ACC_1011376,,M_1146,DEV_10079,64.24,PURCHASE,2026-05-09 08:18:55,0
TXN_50069724,ACC_1012848,,,,20,ATM_WITHDRAWAL,2026-05-09 08:19:29,0
TXN_50076167,ACC_1004848,,M_1217,DEV_10015,34.95,PURCHASE,2026-05-09 08:20:07,0
TXN_50033716,ACC_1014867,,M_1227,DEV_10436,22.44,PURCHASE,2026-05-09 08:20:19,0
TXN_50094882,ACC_1005428,,M_1319,DEV_10130,12.69,PURCHASE,2026-05-09 08:21:02,0
TXN_50010699,ACC_1014194,,M_1085,DEV_10422,64.26,PURCHASE,2026-05-09 08:21:03,0
TXN_50069998,ACC_1007992,ACC_1003945,,DEV_11009,47.32,TRANSFER,2026-05-09 08:21:14,0
TXN_50069865,ACC_1009585,,M_1163,DEV_11144,38.62,PURCHASE,2026-05-09 08:21:59,0
TXN_50075039,ACC_1008856,,M_1253,DEV_11097,8.22,PURCHASE,2026-05-09 08:21:59,0
TXN_50023906,ACC_1001531,,M_1191,DEV_10449,9.05,PURCHASE,2026-05-09 08:22:00,0
TXN_50083970,ACC_1014324,,M_1320,DEV_11277,31.57,PURCHASE,2026-05-09 08:22:22,0
TXN_50010108,ACC_1005751,,M_1035,DEV_10898,89.16,PURCHASE,2026-05-09 08:22:32,0
TXN_50033136,ACC_1008571,ACC_1012538,,DEV_11016,8.08,TRANSFER,2026-05-09 08:22:38,0
TXN_50029615,ACC_1013102,,M_1345,DEV_10032,100.41,PURCHASE,2026-05-09 08:23:14,0
TXN_50071490,ACC_1004651,,M_1128,DEV_10450,21.51,PURCHASE,2026-05-09 08:23:31,0
TXN_50029309,ACC_1008365,,M_1076,DEV_11359,62.96,BILL_PAYMENT,2026-05-09 08:23:38,0
TXN_50048025,ACC_1002458,,M_1335,DEV_11339,61.83,PURCHASE,2026-05-09 08:23:49,0
TXN_50053664,ACC_1012191,,M_1109,DEV_10498,104.26,BILL_PAYMENT,2026-05-09 08:23:55,0
TXN_50015491,ACC_1012337,,M_1178,DEV_10417,13.91,PURCHASE,2026-05-09 08:24:15,0
TXN_50007824,ACC_1013014,,,,50,ATM_WITHDRAWAL,2026-05-09 08:24:36,0
TXN_50055915,ACC_1002700,,M_1084,DEV_10107,30.06,PURCHASE,2026-05-09 08:25:09,0
TXN_50045055,ACC_1003058,,M_1172,DEV_10231,21.14,PURCHASE,2026-05-09 08:25:14,0
TXN_50025449,ACC_1014782,,M_1085,DEV_11394,12.22,PURCHASE,2026-05-09 08:26:15,0
TXN_50071659,ACC_1009222,,M_1494,DEV_10621,53.21,PURCHASE,2026-05-09 08:26:20,0
TXN_50010085,ACC_1005123,,M_1171,DEV_10407,11.92,PURCHASE,2026-05-09 08:26:59,0
TXN_50037921,,ACC_1003605,,,2296.63,SALARY,2026-05-09 08:27:40,0
TXN_50030537,,ACC_1010573,,,3332.06,SALARY,2026-05-09 08:28:32,0
TXN_50081813,ACC_1008167,,M_1242,DEV_10607,53.23,PURCHASE,2026-05-09 08:28:32,0
TXN_50039854,ACC_1009343,,M_1312,DEV_11255,28.75,PURCHASE,2026-05-09 08:28:34,0
TXN_50049673,ACC_1007299,,M_1304,DEV_10329,10.29,PURCHASE,2026-05-09 08:28:58,0
TXN_50011746,ACC_1007011,,M_1486,DEV_11210,13.13,PURCHASE,2026-05-09 08:29:02,0
TXN_50070397,ACC_1013131,,M_1229,DEV_11764,48.58,PURCHASE,2026-05-09 08:29:24,0
TXN_50037005,ACC_1007395,,M_1393,DEV_10660,19.94,PURCHASE,2026-05-09 08:29:32,0
TXN_50067145,ACC_1008236,,M_1478,DEV_11259,23.52,PURCHASE,2026-05-09 08:29:37,0
TXN_50019660,ACC_1012824,,M_1130,DEV_11718,47.25,BILL_PAYMENT,2026-05-09 08:30:04,0
TXN_50078628,ACC_1011363,,M_1411,DEV_10106,3.03,PURCHASE,2026-05-09 08:30:09,0
TXN_50083097,ACC_1010470,,M_1184,DEV_10186,75.76,PURCHASE,2026-05-09 08:30:14,0
TXN_50029919,ACC_1014716,,M_1141,DEV_10816,6.24,PURCHASE,2026-05-09 08:30:16,0
TXN_50055196,ACC_1011945,ACC_1005209,,DEV_11158,34.99,TRANSFER,2026-05-09 08:30:52,0
TXN_50055402,ACC_1004600,,M_1313,DEV_10478,1.5,PURCHASE,2026-05-09 08:31:48,0
TXN_F_60004189,ACC_1005590,,M_1260,DEV_11021,743.38,PURCHASE,2026-05-09 08:32:07,1
TXN_50001326,ACC_1002584,,M_1122,DEV_10857,16.59,PURCHASE,2026-05-09 08:32:17,0
TXN_50066058,ACC_1002030,,M_1336,DEV_10950,2.34,PURCHASE,2026-05-09 08:33:19,0
TXN_50016038,ACC_1010747,ACC_1001579,,DEV_10222,130.96,TRANSFER,2026-05-09 08:33:53,0
TXN_F_60000766,,ACC_1011143,,,4192.11,TRANSFER,2026-05-09 08:34:52,1
TXN_50042031,ACC_1012461,,M_1010,DEV_10201,69.76,PURCHASE,2026-05-09 08:34:56,0
TXN_50004340,ACC_1007024,ACC_1014506,,DEV_10135,92.44,TRANSFER,2026-05-09 08:35:13,0
TXN_50060454,ACC_1004388,,M_1414,DEV_10517,22.94,PURCHASE,2026-05-09 08:35:36,0
TXN_50088120,ACC_1010956,,M_1373,DEV_10910,36.77,PURCHASE,2026-05-09 08:35:59,0
TXN_50093603,ACC_1007415,,M_1007,DEV_11777,1.68,PURCHASE,2026-05-09 08:36:00,0
TXN_50023315,ACC_1009182,,M_1031,DEV_11614,21.39,PURCHASE,2026-05-09 08:36:28,0
TXN_50030367,ACC_1014083,,M_1264,DEV_11943,99.54,PURCHASE,2026-05-09 08:36:32,0
TXN_50081140,ACC_1009562,ACC_1006008,,DEV_10766,186.44,TRANSFER,2026-05-09 08:36:42,0
TXN_50067693,ACC_1013265,,M_1129,DEV_10785,4.34,PURCHASE,2026-05-09 08:36:49,0
TXN_50050204,ACC_1006520,,M_1263,DEV_10832,12.78,PURCHASE,2026-05-09 08:37:32,0
TXN_50065336,ACC_1008328,,,,40,ATM_WITHDRAWAL,2026-05-09 08:37:38,0
TXN_50036075,ACC_1005780,,M_1384,DEV_10083,96.28,BILL_PAYMENT,2026-05-09 08:37:39,0
TXN_50029078,ACC_1009370,,M_1475,DEV_10453,12.59,PURCHASE,2026-05-09 08:37:42,0
TXN_50027298,ACC_1010378,,M_1214,DEV_10348,54.09,PURCHASE,2026-05-09 08:38:32,0
TXN_50019898,ACC_1004344,,M_1449,DEV_10270,1.5,PURCHASE,2026-05-09 08:38:57,0
TXN_50061625,ACC_1007410,,M_1296,DEV_10193,78.39,PURCHASE,2026-05-09 08:39:19,0
TXN_50051697,ACC_1014381,,M_1031,DEV_11901,3.11,PURCHASE,2026-05-09 08:39:26,0
TXN_50019402,ACC_1000540,,M_1334,DEV_10161,14.22,PURCHASE,2026-05-09 08:39:28,0
TXN_50086868,ACC_1012031,,M_1448,DEV_11836,102.89,BILL_PAYMENT,2026-05-09 08:39:45,0
TXN_50057715,ACC_1004416,,M_1078,DEV_10159,6.1,PURCHASE,2026-05-09 08:40:46,0
TXN_50074474,ACC_1001008,,M_1404,DEV_11976,35.85,PURCHASE,2026-05-09 08:41:13,0
TXN_50062555,ACC_1015007,ACC_1003403,,DEV_11130,171.03,TRANSFER,2026-05-09 08:41:35,0
TXN_50009389,ACC_1003733,,M_1030,DEV_10439,156.81,BILL_PAYMENT,2026-05-09 08:41:43,0
TXN_50061769,ACC_1006093,,M_1196,DEV_11862,146.42,BILL_PAYMENT,2026-05-09 08:42:02,0
TXN_50091538,,ACC_1001769,,,3353.02,SALARY,2026-05-09 08:42:04,0
TXN_50027360,ACC_1003483,,M_1296,DEV_10787,26.94,PURCHASE,2026-05-09 08:42:21,0
TXN_50027559,ACC_1001139,ACC_1002270,,DEV_11082,332.22,TRANSFER,2026-05-09 08:42:44,0
TXN_50029422,ACC_1007245,,M_1135,DEV_10445,200.03,BILL_PAYMENT,2026-05-09 08:42:57,0
TXN_50008964,ACC_1000509,,M_1088,DEV_11145,26.19,PURCHASE,2026-05-09 08:43:12,0
TXN_50048282,ACC_1013673,,M_1377,DEV_11449,37.52,PURCHASE,2026-05-09 08:43:46,0
TXN_F_60001531,ACC_1009655,ACC_1010961,,DEV_11806,1960.91,TRANSFER,2026-05-09 08:44:02,1
TXN_50064769,ACC_1008053,,M_1084,DEV_11880,13.87,PURCHASE,2026-05-09 08:44:09,0
TXN_50051073,ACC_1014665,,M_1138,DEV_10122,50.83,PURCHASE,2026-05-09 08:44:33,0
TXN_50051904,ACC_1004677,,M_1465,DEV_10208,91.29,PURCHASE,2026-05-09 08:44:43,0
TXN_50046170,ACC_1008213,,M_1117,DEV_11896,75.99,PURCHASE,2026-05-09 08:45:26,0
TXN_50076328,ACC_1009177,,M_1256,DEV_11318,77.07,PURCHASE,2026-05-09 08:45:33,0
TXN_50005878,,ACC_1013755,,,3209.42,SALARY,2026-05-09 08:46:23,0
TXN_50025736,ACC_1013130,,M_1258,DEV_10879,18.55,PURCHASE,2026-05-09 08:46:41,0
TXN_50034262,ACC_1003079,,,,10,ATM_WITHDRAWAL,2026-05-09 08:47:21,0
TXN_50043811,ACC_1014988,ACC_1006200,,DEV_11216,186.15,TRANSFER,2026-05-09 08:47:35,0
TXN_F_60000767,ACC_1011143,ACC_1013619,,DEV_10676,4066.35,TRANSFER,2026-05-09 08:47:52,1
TXN_50085902,ACC_1011445,,M_1223,DEV_10740,22.04,PURCHASE,2026-05-09 08:48:14,0
TXN_50017524,ACC_1000396,,M_1034,DEV_10069,15.9,PURCHASE,2026-05-09 08:48:25,0
TXN_50058937,ACC_1013103,,M_1130,DEV_10011,36.43,PURCHASE,2026-05-09 08:48:32,0
TXN_50002550,ACC_1014456,,M_1136,DEV_11189,8.0,PURCHASE,2026-05-09 08:50:51,0
TXN_50002837,,ACC_1006701,,,2651.83,SALARY,2026-05-09 08:50:54,0
TXN_50016118,ACC_1013715,ACC_1011274,,DEV_10482,14.93,TRANSFER,2026-05-09 08:51:03,0
TXN_50011320,ACC_1012573,,,,20,ATM_WITHDRAWAL,2026-05-09 08:51:12,0
TXN_50064146,ACC_1002460,,M_1202,DEV_10408,61.86,PURCHASE,2026-05-09 08:51:18,0
TXN_50022837,ACC_1012232,,M_1310,DEV_10788,2.89,PURCHASE,2026-05-09 08:52:22,0
TXN_50065751,ACC_1002237,ACC_1007662,,DEV_10599,44.89,TRANSFER,2026-05-09 08:53:02,0
TXN_F_60000594,,ACC_1008194,,,4347.94,TRANSFER,2026-05-09 08:53:05,1
TXN_50078283,ACC_1009859,ACC_1000404,,DEV_11482,546.55,TRANSFER,2026-05-09 08:53:16,0
TXN_50081000,ACC_1012008,ACC_1014714,,DEV_10844,145.35,TRANSFER,2026-05-09 08:53:56,0
