transaction_id,sender_account_id,receiver_account_id,merchant_id,device_id,amount,transaction_type,timestamp,fraud_label,txns_last_1h,txns_last_24h,avg_amount_history_24h,device_sharing_count,linked_accounts_count,merchant_risk_score,account_age_days,geo_anomaly,time_since_prev_sec
TXN_50000459,ACC_1011665,,M_1215,DEV_10601,48.61,PURCHASE,2026-05-07 14:15:09,0,0,1,125.745,7,3,0.03,1808.5550925925927,1,8155.0
TXN_50050789,ACC_1009452,ACC_1004315,,DEV_11911,73.52,TRANSFER,2026-05-07 14:15:55,0,0,0,73.52,13,1,0.0,324.0229166666667,1,86400.0
TXN_50044111,ACC_1003439,,M_1358,DEV_10944,46.89,PURCHASE,2026-05-07 14:16:31,0,0,0,46.89,12,1,0.29,193.01724537037038,1,86400.0
TXN_50079353,ACC_1012223,,M_1255,DEV_10276,17.89,PURCHASE,2026-05-07 14:16:39,0,0,1,23.195,11,2,0.93,621.6097222222222,1,54095.0
TXN_50079843,,ACC_1005740,,,1706.43,SALARY,2026-05-07 14:16:59,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50041779,ACC_1002342,,M_1129,DEV_11634,5.22,PURCHASE,2026-05-07 14:17:11,0,0,0,5.22,9,1,0.58,3059.9071180555557,1,86400.0
TXN_50087628,ACC_1012716,,M_1403,DEV_10098,2.62,PURCHASE,2026-05-07 14:17:24,0,0,0,2.62,10,3,0.86,3609.1554282407405,1,86400.0
TXN_50091348,ACC_1005412,,M_1243,DEV_10858,72.33,PURCHASE,2026-05-07 14:17:39,0,0,1,136.165,9,2,0.11,3490.566550925926,1,35788.0
TXN_50024676,ACC_1008235,,,,20.0,ATM_WITHDRAWAL,2026-05-07 14:17:50,0,0,0,20.0,0,3,0.0,1323.4919560185185,0,86400.0
TXN_50003889,ACC_1009713,,M_1009,DEV_11974,17.3,PURCHASE,2026-05-07 14:17:52,0,0,0,17.3,5,1,0.14,1862.9186689814815,1,86400.0
TXN_50002328,ACC_1008969,,M_1067,DEV_10245,192.38,PURCHASE,2026-05-07 14:18:06,0,0,0,192.38,7,2,0.31,1001.2296990740741,1,86400.0
TXN_50030009,ACC_1002516,,M_1423,DEV_11947,1.92,PURCHASE,2026-05-07 14:18:20,0,0,0,1.92,13,3,0.6,1244.1223032407408,1,86400.0
TXN_50027446,ACC_1015045,,M_1305,DEV_10245,6.01,PURCHASE,2026-05-07 14:18:28,0,0,0,6.01,7,2,0.66,849.121087962963,1,86400.0
TXN_50036712,ACC_1002250,ACC_1011643,,DEV_11877,103.27,TRANSFER,2026-05-07 14:18:45,0,0,0,103.27,12,3,0.0,440.0194212962963,1,86400.0
TXN_50014903,ACC_1001823,,,,100.0,ATM_WITHDRAWAL,2026-05-07 14:18:47,0,0,0,100.0,0,1,0.0,836.5458101851851,0,86400.0
TXN_50077302,ACC_1012725,,M_1411,DEV_10927,17.45,PURCHASE,2026-05-07 14:18:56,0,0,0,17.45,8,2,0.13,1305.9183912037038,1,86400.0
TXN_50039942,ACC_1005650,,M_1235,DEV_11726,137.48,BILL_PAYMENT,2026-05-07 14:19:21,0,0,0,137.48,13,3,0.09,2155.946782407407,1,86400.0
TXN_50086984,ACC_1011963,,M_1227,DEV_11050,37.01,PURCHASE,2026-05-07 14:20:05,0,0,0,37.01,11,1,0.23,1259.9436805555556,1,86400.0
TXN_50005703,ACC_1007983,ACC_1001992,,DEV_11876,16.81,TRANSFER,2026-05-07 14:20:31,0,0,0,16.81,11,2,0.0,390.1833912037037,1,86400.0
TXN_50075419,ACC_1012657,,M_1382,DEV_10044,19.93,PURCHASE,2026-05-07 14:21:39,0,0,0,19.93,9,1,0.87,696.8551041666667,1,86400.0
TXN_50032369,ACC_1002858,,M_1433,DEV_11343,60.92,PURCHASE,2026-05-07 14:22:17,0,0,0,60.92,15,1,0.3,1805.9653819444445,1,86400.0
TXN_50017746,ACC_1002985,,M_1353,DEV_10140,7.48,PURCHASE,2026-05-07 14:22:26,0,0,0,7.48,6,3,0.37,3244.6960069444444,1,86400.0
TXN_50004871,ACC_1012545,,M_1224,DEV_11657,128.75,PURCHASE,2026-05-07 14:22:35,0,0,0,128.75,8,3,0.28,2354.9966319444443,1,86400.0
TXN_50080180,ACC_1011483,,M_1446,DEV_11998,60.13,PURCHASE,2026-05-07 14:22:42,0,0,0,60.13,14,1,0.28,1587.0418402777777,1,86400.0
TXN_50070171,ACC_1014646,,M_1265,DEV_11074,36.34,BILL_PAYMENT,2026-05-07 14:23:19,0,0,0,36.34,15,2,0.14,164.78466435185186,1,86400.0
TXN_50031700,ACC_1002206,,M_1461,DEV_10400,6.81,PURCHASE,2026-05-07 14:23:45,0,0,0,6.81,11,1,0.79,205.9389699074074,1,86400.0
TXN_50032635,ACC_1010127,ACC_1003666,,DEV_11298,539.54,TRANSFER,2026-05-07 14:24:51,0,0,0,539.54,8,2,0.0,3580.351863425926,1,86400.0
TXN_50056246,ACC_1003154,,M_1090,DEV_11959,9.99,PURCHASE,2026-05-07 14:25:19,0,0,0,9.99,9,1,0.33,402.5137847222222,1,86400.0
TXN_50069693,ACC_1014809,,M_1397,DEV_11906,7.09,PURCHASE,2026-05-07 14:25:24,0,0,0,7.09,8,2,0.11,3496.434525462963,1,86400.0
TXN_50016586,ACC_1004686,,M_1151,DEV_11755,9.24,PURCHASE,2026-05-07 14:25:32,0,0,1,17.595,7,3,0.04,2563.5878125,1,81592.0
TXN_50007661,ACC_1007266,ACC_1007328,,DEV_10802,8.56,TRANSFER,2026-05-07 14:27:48,0,0,1,8.595,14,1,0.0,3742.5095023148147,1,37637.0
TXN_50076145,ACC_1002095,,M_1399,DEV_11522,183.39,PURCHASE,2026-05-07 14:27:55,0,0,1,132.515,8,2,0.1,3041.722222222222,1,66133.0
TXN_50001634,ACC_1005115,,M_1319,DEV_11051,77.83,PURCHASE,2026-05-07 14:28:49,0,0,1,66.705,8,1,0.77,3337.7360532407406,1,70329.0
TXN_50093508,ACC_1014761,,M_1019,DEV_11947,22.66,PURCHASE,2026-05-07 14:29:17,0,0,0,22.66,13,1,0.8,2216.3694328703705,1,86400.0
TXN_50023073,ACC_1000729,,M_1337,DEV_11352,42.29,PURCHASE,2026-05-07 14:29:17,0,0,0,42.29,8,1,0.79,1704.5261921296296,1,86400.0
TXN_50039941,ACC_1013169,,M_1214,DEV_11141,13.01,PURCHASE,2026-05-07 14:29:27,0,0,1,21.335,8,2,0.3,2425.8341898148146,1,43317.0
TXN_50069924,ACC_1005985,,M_1097,DEV_11556,8.69,PURCHASE,2026-05-07 14:30:05,0,0,0,8.69,11,3,0.57,442.1047453703704,1,86400.0
TXN_50022691,ACC_1014603,,M_1336,DEV_11902,2.55,PURCHASE,2026-05-07 14:30:25,0,0,1,340.905,15,1,0.24,112.61623842592593,1,75924.0
TXN_50021148,ACC_1010255,,M_1259,DEV_11047,49.66,PURCHASE,2026-05-07 14:30:46,0,0,0,49.66,7,3,0.29,896.780011574074,1,86400.0
TXN_50049121,ACC_1006517,,M_1128,DEV_10349,27.89,PURCHASE,2026-05-07 14:30:48,0,0,0,27.89,8,2,0.72,3320.4813310185186,1,86400.0
TXN_50051704,ACC_1006306,,M_1426,DEV_10311,80.74,BILL_PAYMENT,2026-05-07 14:31:28,0,0,1,59.084999999999994,9,1,0.04,665.8922453703703,1,51089.0
TXN_50080388,ACC_1002477,ACC_1014211,,DEV_11673,20.65,TRANSFER,2026-05-07 14:32:20,0,0,1,60.435,13,1,0.0,166.91452546296296,1,78446.0
TXN_F_60001749,ACC_1002332,ACC_1002038,,DEV_10911,2631.81,TRANSFER,2026-05-07 14:32:53,1,0,1,1725.31,20,1,0.0,2543.8233564814814,1,81413.0
TXN_50040194,ACC_1011536,,M_1105,DEV_11190,12.69,PURCHASE,2026-05-07 14:33:32,0,0,0,12.69,13,1,0.3,2142.868726851852,1,86400.0
TXN_50002040,ACC_1006682,,M_1383,DEV_11012,37.1,PURCHASE,2026-05-07 14:34:09,0,0,0,37.1,13,3,0.82,2590.5707291666668,1,86400.0
TXN_50051936,,ACC_1006850,,,4077.71,SALARY,2026-05-07 14:34:21,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50071759,ACC_1001809,,M_1005,DEV_10260,43.71,PURCHASE,2026-05-07 14:35:00,0,0,0,43.71,7,1,0.1,2321.846284722222,1,86400.0
TXN_50052293,ACC_1006565,,M_1431,DEV_10191,52.68,PURCHASE,2026-05-07 14:35:11,0,0,0,52.68,15,1,0.05,701.752349537037,1,86400.0
TXN_50070071,ACC_1004717,ACC_1005033,,DEV_11927,149.95,TRANSFER,2026-05-07 14:35:25,0,0,0,149.95,13,2,0.0,686.002800925926,1,86400.0
TXN_50038042,ACC_1002284,,M_1052,DEV_10164,61.84,PURCHASE,2026-05-07 14:36:00,0,0,0,61.84,7,1,0.14,2459.909733796296,1,86400.0
TXN_50042121,ACC_1006607,,M_1240,DEV_10156,29.09,PURCHASE,2026-05-07 14:36:32,0,0,0,29.09,12,3,0.93,1354.617974537037,1,86400.0
TXN_50026472,ACC_1014790,,M_1330,DEV_11225,12.51,PURCHASE,2026-05-07 14:36:34,0,0,0,12.51,6,1,0.77,1780.819861111111,1,86400.0
TXN_50058975,ACC_1001533,,M_1223,DEV_11841,15.87,PURCHASE,2026-05-07 14:36:43,0,0,0,15.87,8,1,0.68,2191.6739583333333,1,86400.0
TXN_50066382,ACC_1003578,,M_1178,DEV_10139,33.42,PURCHASE,2026-05-07 14:36:49,0,0,0,33.42,13,1,0.22,1411.286111111111,1,86400.0
TXN_50021935,ACC_1012758,,M_1427,DEV_10928,2.02,PURCHASE,2026-05-07 14:37:00,0,0,1,56.655,12,2,0.33,959.478900462963,1,76097.0
TXN_50087819,ACC_1010384,,M_1021,DEV_11990,186.2,BILL_PAYMENT,2026-05-07 14:37:02,0,0,0,186.2,9,2,0.04,1376.713576388889,1,86400.0
TXN_50035589,ACC_1000601,,M_1388,DEV_10964,10.48,PURCHASE,2026-05-07 14:37:18,0,0,1,124.845,8,1,0.84,1740.7087152777779,1,19175.0
TXN_50010739,ACC_1006180,,M_1438,DEV_11332,129.94,PURCHASE,2026-05-07 14:37:28,0,0,1,70.73,8,1,0.92,1222.250787037037,1,48387.0
TXN_50068466,ACC_1002743,,M_1465,DEV_11721,20.0,PURCHASE,2026-05-07 14:38:10,0,0,0,20.0,9,2,0.2,784.5054861111112,1,86400.0
TXN_50035489,ACC_1009362,,,,200.0,ATM_WITHDRAWAL,2026-05-07 14:38:40,0,0,1,107.395,0,2,0.0,1049.7308217592592,0,12134.0
TXN_50059808,ACC_1005802,,M_1314,DEV_10066,36.19,PURCHASE,2026-05-07 14:39:04,0,0,0,36.19,9,1,0.2,3494.4228935185183,1,86400.0
TXN_50082295,ACC_1006322,,M_1215,DEV_10284,187.77,BILL_PAYMENT,2026-05-07 14:40:39,0,0,0,187.77,8,3,0.03,2748.4496296296297,1,86400.0
TXN_50085164,ACC_1005851,,M_1287,DEV_10235,132.3,PURCHASE,2026-05-07 14:40:45,0,0,2,72.38666666666667,10,2,0.84,1910.072511574074,0,21449.0
TXN_50077200,ACC_1010949,,M_1057,DEV_10830,119.11,PURCHASE,2026-05-07 14:41:02,0,0,0,119.11,11,2,0.06,2971.557083333333,1,86400.0
TXN_50046284,ACC_1012824,,M_1196,DEV_11718,155.76,BILL_PAYMENT,2026-05-07 14:41:33,0,0,0,155.76,18,1,0.13,1532.0244444444445,1,86400.0
TXN_50087715,,ACC_1013406,,,2860.35,SALARY,2026-05-07 14:41:47,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50026058,ACC_1011450,,M_1181,DEV_11770,66.0,PURCHASE,2026-05-07 14:41:57,0,0,0,66.0,6,2,0.86,893.6472800925926,1,86400.0
TXN_50034317,ACC_1006496,,M_1254,DEV_11399,5.01,PURCHASE,2026-05-07 14:42:04,0,0,0,5.01,10,2,0.84,563.0826967592593,1,86400.0
TXN_F_60003128,ACC_1012624,ACC_1007343,,DEV_H_96150,3620.21,TRANSFER,2026-05-07 14:42:52,1,0,0,3620.21,2,3,0.0,830.3408101851852,1,86400.0
TXN_50012386,ACC_1000927,,M_1161,DEV_10807,41.17,PURCHASE,2026-05-07 14:43:14,0,0,0,41.17,10,1,0.17,3715.554710648148,0,86400.0
TXN_50032639,ACC_1013379,,M_1054,DEV_11994,6.15,PURCHASE,2026-05-07 14:43:33,0,0,0,6.15,11,1,0.29,3254.3002546296298,1,86400.0
TXN_50006556,ACC_1011789,,M_1429,DEV_11757,97.08,BILL_PAYMENT,2026-05-07 14:43:41,0,0,0,97.08,5,1,0.13,1941.6272222222221,1,86400.0
TXN_50028397,ACC_1014886,ACC_1007876,,DEV_10791,42.01,TRANSFER,2026-05-07 14:44:51,0,0,0,42.01,10,2,0.0,3032.455046296296,1,86400.0
TXN_50033500,ACC_1007320,ACC_1007455,,DEV_10527,13.41,TRANSFER,2026-05-07 14:45:00,0,0,0,13.41,11,1,0.0,3190.0303819444443,1,86400.0
TXN_F_60003129,ACC_1007343,ACC_1007993,,DEV_11907,3547.81,TRANSFER,2026-05-07 14:45:16,1,0,0,3547.81,8,2,0.0,2519.6813194444444,1,86400.0
TXN_50047173,ACC_1003839,,M_1198,DEV_11291,72.41,BILL_PAYMENT,2026-05-07 14:46:09,0,0,0,72.41,10,2,0.12,1455.4617939814814,1,86400.0
TXN_50077704,ACC_1008432,,M_1091,DEV_10709,19.72,PURCHASE,2026-05-07 14:47:00,0,0,0,19.72,3,3,0.77,3120.638217592593,1,86400.0
TXN_50029077,ACC_1001815,,M_1012,DEV_10067,30.27,PURCHASE,2026-05-07 14:47:06,0,0,0,30.27,12,1,0.81,2299.113136574074,1,86400.0
TXN_50024215,ACC_1006273,,M_1389,DEV_11972,207.55,PURCHASE,2026-05-07 14:47:11,0,0,0,207.55,10,1,0.31,967.9895486111111,1,86400.0
TXN_50047384,ACC_1000420,,,,10.0,ATM_WITHDRAWAL,2026-05-07 14:47:19,0,0,0,10.0,0,1,0.0,644.6472337962963,0,86400.0
TXN_50089847,ACC_1007735,,M_1050,DEV_10533,27.65,PURCHASE,2026-05-07 14:48:56,0,0,1,60.94,9,1,0.61,3367.746087962963,1,40798.0
TXN_50087606,ACC_1006504,,M_1302,DEV_10628,45.94,PURCHASE,2026-05-07 14:50:04,0,0,0,45.94,14,1,0.68,1408.2283333333332,1,86400.0
TXN_F_60003130,ACC_1007993,ACC_1003799,,DEV_10638,3476.85,TRANSFER,2026-05-07 14:50:16,1,0,1,1749.21,11,2,0.0,1767.0369560185186,1,39669.0
TXN_50063203,ACC_1000931,ACC_1008998,,DEV_10088,32.65,TRANSFER,2026-05-07 14:50:21,0,0,0,32.65,8,1,0.0,2389.229224537037,1,86400.0
TXN_50088936,ACC_1003126,,M_1344,DEV_11953,71.99,BILL_PAYMENT,2026-05-07 14:50:30,0,0,0,71.99,8,1,0.11,1148.6608333333334,1,86400.0
TXN_F_60003131,ACC_1003799,ACC_1013071,,DEV_H_98148,3407.31,TRANSFER,2026-05-07 14:51:04,1,0,0,3407.31,2,3,0.0,3118.5604166666667,1,86400.0
TXN_50089127,,ACC_1006681,,,2431.03,SALARY,2026-05-07 14:52:46,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50083433,,ACC_1013713,,,3790.2,SALARY,2026-05-07 14:53:09,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50075797,ACC_1006222,,M_1068,DEV_10170,27.59,PURCHASE,2026-05-07 14:53:20,0,0,1,60.31,5,2,0.93,2599.666122685185,0,85362.0
TXN_50046162,ACC_1013502,,M_1074,DEV_11626,98.13,PURCHASE,2026-05-07 14:54:11,0,0,1,129.36,10,2,0.85,993.8099652777778,1,53598.0
TXN_50018264,ACC_1006014,,M_1095,DEV_10234,229.06,PURCHASE,2026-05-07 14:55:20,0,0,0,229.06,14,1,0.9,618.9369097222223,1,86400.0
TXN_50042706,ACC_1005776,ACC_1003801,,DEV_11721,20.16,TRANSFER,2026-05-07 14:56:47,0,0,0,20.16,9,3,0.0,3195.6843981481484,1,86400.0
TXN_50034970,ACC_1014990,,M_1365,DEV_10906,195.93,PURCHASE,2026-05-07 14:57:11,0,0,0,195.93,11,1,0.08,3306.6389004629627,1,86400.0
TXN_50044474,ACC_1013128,,M_1394,DEV_11404,23.2,PURCHASE,2026-05-07 14:57:59,0,0,0,23.2,13,1,0.43,547.1500231481482,1,86400.0
TXN_50034799,ACC_1004735,,M_1324,DEV_10646,20.87,PURCHASE,2026-05-07 14:58:00,0,0,1,16.57,17,3,0.85,2815.6348842592593,1,73166.0
TXN_50062970,ACC_1012124,,,,10.0,ATM_WITHDRAWAL,2026-05-07 14:59:25,0,0,1,36.135000000000005,0,1,0.0,1959.9198263888889,0,80282.0
TXN_50017830,ACC_1008702,,M_1253,DEV_11895,17.74,PURCHASE,2026-05-07 14:59:28,0,0,1,1339.4799999999998,5,2,0.56,2189.9432291666667,1,43287.0
TXN_50071226,ACC_1002654,,M_1180,DEV_11161,14.48,PURCHASE,2026-05-07 14:59:36,0,0,0,14.48,12,2,0.58,2574.3480439814816,1,86400.0
TXN_50013480,ACC_1004423,ACC_1005206,,DEV_11366,74.13,TRANSFER,2026-05-07 14:59:50,0,0,0,74.13,12,2,0.0,202.99313657407407,1,86400.0
TXN_50020385,ACC_1004381,,M_1208,DEV_10198,29.88,PURCHASE,2026-05-07 14:59:53,0,0,0,29.88,10,3,0.78,1696.7048148148149,1,86400.0
TXN_50016497,ACC_1010812,,M_1356,DEV_11621,34.46,PURCHASE,2026-05-07 15:00:31,0,0,0,34.46,6,1,0.31,512.0548726851852,1,86400.0
TXN_50090956,ACC_1012780,,M_1397,DEV_11770,50.6,PURCHASE,2026-05-07 15:00:59,0,0,1,39.385000000000005,6,2,0.11,262.339537037037,1,45221.0
TXN_50081423,ACC_1007999,,,,100.0,ATM_WITHDRAWAL,2026-05-07 15:01:02,0,0,0,100.0,0,3,0.0,2033.7955324074073,0,86400.0
TXN_50013468,ACC_1004117,,M_1338,DEV_10068,16.91,PURCHASE,2026-05-07 15:01:06,0,0,0,16.91,8,2,0.03,3653.9166782407406,1,86400.0
TXN_50050986,ACC_1003668,,M_1336,DEV_11057,22.13,PURCHASE,2026-05-07 15:01:41,0,0,1,39.855,4,1,0.24,2790.548402777778,0,10563.0
TXN_50039213,ACC_1001259,,M_1025,DEV_10464,136.73,BILL_PAYMENT,2026-05-07 15:01:57,0,0,0,136.73,8,2,0.05,1891.0257060185186,1,86400.0
TXN_50032259,ACC_1015049,,,,200.0,ATM_WITHDRAWAL,2026-05-07 15:02:03,0,0,0,200.0,0,3,0.0,613.9093055555555,0,86400.0
TXN_50052782,ACC_1004100,ACC_1010388,,DEV_11635,24.0,TRANSFER,2026-05-07 15:02:12,0,0,0,24.0,6,1,0.0,2692.850104166667,1,86400.0
TXN_50083735,ACC_1000528,,M_1144,DEV_10993,34.04,PURCHASE,2026-05-07 15:02:18,0,0,0,34.04,10,2,0.32,2019.5665277777778,1,86400.0
TXN_50036917,ACC_1004170,,M_1106,DEV_11513,12.57,PURCHASE,2026-05-07 15:02:24,0,0,0,12.57,8,2,0.57,2669.6129976851853,1,86400.0
TXN_50005036,ACC_1006844,ACC_1010315,,DEV_11134,77.49,TRANSFER,2026-05-07 15:02:46,0,0,0,77.49,12,1,0.0,2186.2506597222223,1,86400.0
TXN_50064371,ACC_1004507,,,,10.0,ATM_WITHDRAWAL,2026-05-07 15:02:47,0,0,0,10.0,0,2,0.0,924.3080324074074,0,86400.0
TXN_50009591,ACC_1005713,,M_1210,DEV_11992,5.46,PURCHASE,2026-05-07 15:03:30,0,0,0,5.46,8,2,0.19,3265.463923611111,1,86400.0
TXN_50010827,ACC_1012324,ACC_1011120,,DEV_11638,11.84,TRANSFER,2026-05-07 15:03:46,0,0,0,11.84,10,3,0.0,1242.8522685185185,1,86400.0
TXN_50000615,ACC_1011089,,M_1032,DEV_11722,24.78,PURCHASE,2026-05-07 15:04:48,0,0,0,24.78,11,3,0.55,3242.4038194444443,1,86400.0
TXN_50073724,ACC_1010294,,M_1003,DEV_10168,21.16,PURCHASE,2026-05-07 15:05:48,0,0,1,17.71,13,2,0.17,1702.9767476851853,1,47595.0
TXN_50089335,ACC_1007402,,M_1412,DEV_10950,17.43,PURCHASE,2026-05-07 15:06:14,0,0,0,17.43,9,2,0.73,3310.9132060185184,1,86400.0
TXN_50043265,ACC_1009783,ACC_1013312,,DEV_10169,40.33,TRANSFER,2026-05-07 15:06:28,0,0,0,40.33,10,1,0.0,820.7310532407407,1,86400.0
TXN_50014240,ACC_1001262,,M_1103,DEV_10009,71.54,PURCHASE,2026-05-07 15:06:55,0,0,0,71.54,10,2,0.83,259.077337962963,1,86400.0
TXN_50055696,ACC_1006521,,M_1184,DEV_10684,231.1,BILL_PAYMENT,2026-05-07 15:06:57,0,0,0,231.1,11,2,0.09,3074.0321180555557,1,86400.0
TXN_50043563,ACC_1004098,ACC_1014337,,DEV_11715,321.27,TRANSFER,2026-05-07 15:07:49,0,0,0,321.27,11,2,0.0,150.68704861111112,1,86400.0
TXN_50037167,ACC_1005353,,M_1098,DEV_10365,26.09,PURCHASE,2026-05-07 15:07:55,0,0,0,26.09,13,2,0.84,1310.2382523148149,1,86400.0
TXN_50069564,,ACC_1010166,,,3702.77,SALARY,2026-05-07 15:09:04,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50078100,ACC_1011763,,M_1101,DEV_10241,5.54,PURCHASE,2026-05-07 15:09:17,0,0,0,5.54,9,1,0.57,3047.8649074074074,1,86400.0
TXN_50061741,ACC_1009818,,M_1420,DEV_10614,10.0,PURCHASE,2026-05-07 15:09:18,0,0,0,10.0,5,1,0.71,1884.1211342592592,1,86400.0
TXN_50080365,ACC_1011182,,M_1221,DEV_10873,234.13,BILL_PAYMENT,2026-05-07 15:09:54,0,0,0,234.13,12,1,0.01,3317.34181712963,0,86400.0
TXN_50034212,ACC_1010412,,M_1255,DEV_10604,8.26,PURCHASE,2026-05-07 15:10:14,0,0,0,8.26,10,2,0.93,2144.145601851852,1,86400.0
TXN_50039193,ACC_1000874,,M_1313,DEV_10621,18.58,PURCHASE,2026-05-07 15:10:26,0,0,0,18.58,7,1,0.76,1600.807164351852,1,86400.0
TXN_50068238,ACC_1014594,,M_1209,DEV_10606,43.23,PURCHASE,2026-05-07 15:10:41,0,0,0,43.23,11,3,0.64,2656.0974768518518,1,86400.0
TXN_50087381,ACC_1003438,,M_1021,DEV_11131,72.93,BILL_PAYMENT,2026-05-07 15:11:28,0,0,0,72.93,12,1,0.04,3371.3255787037037,1,86400.0
TXN_50018417,,ACC_1010845,,,4284.0,SALARY,2026-05-07 15:11:59,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_F_60001585,ACC_1005827,ACC_1010961,,DEV_11806,1389.84,TRANSFER,2026-05-07 15:12:09,1,0,0,1389.84,24,2,0.0,378.94547453703706,1,86400.0
TXN_50016692,ACC_1005875,,M_1026,DEV_11878,44.97,PURCHASE,2026-05-07 15:12:48,0,0,1,50.665,6,2,0.07,3342.202800925926,1,21760.0
TXN_50045377,ACC_1001445,,M_1019,DEV_10695,18.37,PURCHASE,2026-05-07 15:14:24,0,0,0,18.37,14,1,0.8,414.25320601851854,1,86400.0
TXN_50070371,ACC_1012210,,M_1336,DEV_10234,7.43,PURCHASE,2026-05-07 15:14:50,0,0,0,7.43,14,2,0.24,1928.2237268518518,1,86400.0
TXN_50045014,ACC_1011114,,M_1036,DEV_10908,10.23,PURCHASE,2026-05-07 15:14:53,0,0,0,10.23,10,3,0.42,1832.6704861111111,1,86400.0
TXN_50018605,ACC_1007062,,M_1166,DEV_11063,17.01,PURCHASE,2026-05-07 15:14:54,0,0,1,61.495000000000005,6,1,0.12,465.7674537037037,1,43423.0
TXN_50012958,ACC_1002509,,M_1429,DEV_10537,242.27,BILL_PAYMENT,2026-05-07 15:14:59,0,0,0,242.27,6,1,0.13,3033.046863425926,1,86400.0
TXN_50069281,,ACC_1012554,,,3667.02,SALARY,2026-05-07 15:15:08,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50013494,ACC_1000004,,M_1283,DEV_11176,60.4,PURCHASE,2026-05-07 15:15:10,0,0,0,60.4,7,1,0.1,665.9593055555556,1,86400.0
TXN_50066060,ACC_1000764,,M_1485,DEV_10598,19.97,PURCHASE,2026-05-07 15:16:14,0,0,0,19.97,7,2,0.72,2355.268888888889,1,86400.0
TXN_50072669,ACC_1002815,,M_1259,DEV_10817,14.95,PURCHASE,2026-05-07 15:16:44,0,0,0,14.95,14,2,0.29,2976.564814814815,1,86400.0
TXN_50035684,ACC_1010532,ACC_1002880,,DEV_10576,46.69,TRANSFER,2026-05-07 15:17:20,0,0,1,39.834999999999994,8,3,0.0,2998.0706018518517,1,84308.0
TXN_50050999,ACC_1010824,,M_1474,DEV_10774,34.24,PURCHASE,2026-05-07 15:17:27,0,0,0,34.24,17,2,0.18,3368.282233796296,1,86400.0
TXN_50023238,ACC_1011719,,M_1057,DEV_10428,52.66,PURCHASE,2026-05-07 15:17:28,0,0,0,52.66,10,1,0.06,802.8434722222222,1,86400.0
TXN_50086968,ACC_1007083,,M_1035,DEV_10132,2.41,PURCHASE,2026-05-07 15:19:11,0,0,0,2.41,14,1,0.18,3701.3244675925926,1,86400.0
TXN_50028014,ACC_1008221,,M_1015,DEV_11169,3.74,PURCHASE,2026-05-07 15:20:22,0,0,0,3.74,8,2,0.12,1849.1239814814815,1,86400.0
TXN_50050745,ACC_1014768,,M_1446,DEV_11509,3.8,PURCHASE,2026-05-07 15:20:23,0,0,1,8.01,5,1,0.28,3245.3384375,1,69220.0
TXN_50023980,ACC_1007045,ACC_1012700,,DEV_11476,114.02,TRANSFER,2026-05-07 15:20:59,0,0,0,114.02,14,3,0.0,239.9287962962963,1,86400.0
TXN_50025999,ACC_1011543,,M_1313,DEV_10717,3.93,PURCHASE,2026-05-07 15:21:22,0,0,0,3.93,10,2,0.76,938.7735995370371,1,86400.0
TXN_50071623,ACC_1010335,,M_1131,DEV_11832,16.07,PURCHASE,2026-05-07 15:21:39,0,0,1,23.305,3,3,0.79,2799.0057291666667,1,33078.0
TXN_50054859,,ACC_1012597,,,4727.76,SALARY,2026-05-07 15:22:15,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50058209,ACC_1004394,,M_1020,DEV_11304,191.12,BILL_PAYMENT,2026-05-07 15:23:06,0,0,0,191.12,8,3,0.01,1755.8498842592592,1,86400.0
TXN_50058696,ACC_1003757,,M_1412,DEV_11715,23.47,PURCHASE,2026-05-07 15:23:32,0,0,1,64.785,11,1,0.73,2302.3665393518518,1,85473.0
TXN_50073524,ACC_1007230,,M_1002,DEV_11126,20.88,PURCHASE,2026-05-07 15:24:07,0,0,0,20.88,10,1,0.15,3321.182141203704,0,86400.0
TXN_F_60004998,ACC_1012235,,M_1313,DEV_10799,517.1,PURCHASE,2026-05-07 15:24:40,1,0,0,517.1,8,2,0.76,2137.542997685185,1,86400.0
TXN_50093087,ACC_1015000,,M_1476,DEV_10161,51.47,PURCHASE,2026-05-07 15:25:11,0,0,0,51.47,6,1,0.31,1288.7998958333333,1,86400.0
TXN_50037018,,ACC_1000518,,,4263.56,SALARY,2026-05-07 15:25:30,0,0,0,0.0,0,0,0.0,0.0,0,86400.0
TXN_50000578,ACC_1009933,,M_1206,DEV_10897,290.35,PURCHASE,2026-05-07 15:26:13,0,0,0,290.35,9,2,0.31,617.0283564814815,1,86400.0
TXN_50078494,ACC_1005828,,M_1462,DEV_11009,3.17,PURCHASE,2026-05-07 15:27:12,0,0,0,3.17,10,2,0.82,387.92467592592595,0,86400.0
